SA4_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
502,0,0,0,0,2981,2980,46,0,0,3,2414,2466,1272,113,62,3,3240,4694,2530,248,323,15,1883,5006,3161,353,745,54,1325,5637,3819,324,1040,108,807,6089,4418,296,1178,292,374,6561,3071,127,471,438,99,4207,755,22,67,407,20,1269,18,6,4,0,21,45,19083,1499,3899,1316,13161,38956,0,0,0,0,2935,2940,107,14,8,3,2453,2587,1965,232,172,18,3219,5601,3300,440,556,43,1807,6151,3692,468,1203,135,1160,6659,4250,392,1546,335,641,7170,4384,276,1332,954,232,7185,2349,92,555,1465,55,4520,403,10,110,1238,19,1781,17,0,11,8,12,56,20468,1926,5504,4205,12535,44640,0,0,0,0,5912,5918,155,15,4,5,4873,5051,3237,345,242,19,6454,10293,5832,692,887,53,3685,11150,6856,818,1943,191,2486,12292,8062,716,2584,440,1447,13259,8800,577,2512,1250,610,13743,5417,220,1031,1910,160,8732,1158,27,180,1647,38,3054,40,6,11,6,36,100,39552,3420,9401,5522,25702,83597
503,4,0,0,0,5117,5121,88,3,7,0,6258,6356,3352,153,172,4,11528,15208,7455,398,664,17,4703,13236,7501,558,1152,63,2453,11731,6411,442,1433,111,1812,10213,5208,281,1289,240,941,7961,3081,114,555,367,375,4491,999,42,110,455,92,1705,365,20,45,9,338,774,34466,2014,5426,1266,33617,76787,7,0,0,0,5284,5297,179,14,14,0,6733,6943,4498,237,321,15,10527,15595,8166,468,867,50,3619,13173,7653,553,1539,140,2059,11937,6172,394,1924,397,1335,10226,4755,260,1710,917,710,8350,2303,83,721,1586,330,5018,506,18,233,1902,175,2832,213,4,28,25,243,514,34449,2025,7358,5035,31021,79883,7,0,0,0,10403,10411,268,16,20,0,12991,13294,7848,388,492,19,22053,30810,15618,867,1534,67,8322,26406,15161,1108,2687,200,4512,23669,12587,834,3360,503,3152,20437,9959,541,2996,1159,1650,16307,5376,199,1278,1950,706,9510,1508,64,343,2352,270,4535,575,26,70,36,579,1288,68907,4036,12785,6300,64642,156670
504,5,0,0,4,8206,8218,207,9,4,5,8165,8390,5944,292,297,25,12786,19348,11289,796,1038,38,6341,19499,10140,891,1857,96,3927,16906,9449,793,2273,227,2297,15037,7425,479,1666,462,955,10990,3924,180,729,577,268,5678,982,34,120,481,70,1686,78,8,17,10,99,216,49441,3484,7999,1918,43119,105966,13,0,0,4,7564,7581,388,27,13,6,7470,7896,8455,572,506,34,10984,20552,12106,1081,1573,115,5180,20065,10499,1139,2842,319,3269,18065,9342,875,3172,811,1729,15926,6596,439,2409,1730,707,11881,2864,131,976,2237,183,6392,515,17,227,1922,58,2736,108,11,16,54,71,266,50884,4288,11741,7229,37209,111352,16,0,4,7,15772,15799,590,34,14,8,15636,16282,14399,867,807,56,23770,39898,23397,1882,2608,150,11524,39560,20638,2030,4699,417,7189,34969,18797,1660,5447,1039,4028,30966,14020,917,4078,2191,1664,22875,6792,309,1708,2812,450,12071,1495,50,347,2400,125,4421,186,16,36,68,177,474,100327,7769,19748,9148,80327,217319
505,22,4,4,7,17671,17707,306,27,8,9,16729,17078,10662,473,494,35,24638,36302,24087,1371,1994,48,11458,38967,23785,1726,3543,203,6717,35973,20721,1275,4139,415,3501,30049,17185,821,3091,866,1317,23279,9137,314,1212,1175,407,12245,2506,71,231,1223,89,4126,206,16,34,14,156,426,108615,6091,14756,3995,82692,216148,18,3,4,0,16583,16608,757,50,21,12,15819,16654,15603,980,946,47,22597,40172,27080,1985,3203,233,10095,42602,24922,2152,5476,570,5728,38848,20718,1540,6424,1533,2870,33084,15641,873,5061,3594,1166,26339,6862,274,2223,5079,406,14845,1320,42,478,4737,133,6714,211,23,49,83,148,514,113125,7926,23892,15885,75553,236379,39,7,6,10,34255,34317,1061,73,30,19,32545,33732,26260,1452,1441,75,47235,76475,51161,3363,5201,281,21559,81562,48704,3873,9021,778,12444,74817,41433,2812,10566,1944,6376,63133,32824,1697,8153,4458,2478,49614,16003,586,3432,6255,816,27093,3827,112,709,5959,225,10834,415,42,82,99,308,942,221739,14018,38645,19882,158242,452521
506,25,3,11,8,15643,15688,460,28,18,6,17768,18281,12377,544,537,24,25156,38642,24656,1335,1916,51,10767,38731,20074,1523,3183,155,6599,31540,17014,1157,3918,456,3923,26479,14409,822,3077,870,1536,20713,7452,329,1187,1130,510,10603,2028,54,228,1083,128,3518,377,14,35,15,182,635,98880,5817,14105,3813,82213,204822,21,6,5,11,14836,14879,1075,78,22,9,15964,17149,17560,961,919,58,20458,39948,26118,1750,2734,231,8922,39756,20039,1848,4414,602,5198,32096,17030,1370,5482,1553,2697,28131,12957,818,4416,3341,1122,22657,5388,244,1738,4492,435,12297,1078,47,392,3939,134,5589,335,14,35,142,133,657,101608,7127,20153,14373,69902,213164,48,11,11,13,30481,30569,1540,110,38,17,33734,35431,29938,1506,1455,81,45614,78589,50782,3083,4648,288,19685,78476,40114,3371,7597,759,11803,63638,34047,2531,9399,2003,6624,54609,27366,1643,7500,4214,2657,43371,12838,569,2925,5627,945,22906,3109,102,619,5021,254,9105,715,30,76,160,315,1293,200488,12942,34257,18185,152111,417991
507,17,9,0,0,13348,13380,212,13,8,3,12969,13212,7632,405,430,26,19416,27903,17435,1165,1625,38,8991,29255,17168,1418,2866,156,5497,27101,15363,1046,3484,362,3184,23439,12617,661,2678,726,1258,17944,7077,290,1068,1078,356,9857,1956,50,219,1130,92,3451,226,20,45,20,182,490,79700,5074,12431,3543,65281,166028,9,4,4,6,12947,12970,435,39,11,4,12694,13175,11135,761,676,37,17655,30263,19804,1686,2388,182,8064,32124,18141,1756,4307,468,4850,29516,15631,1305,5096,1166,2547,25745,11781,708,3940,2672,1031,20135,5167,231,1634,3945,288,11267,1012,36,350,3856,108,5370,171,16,36,69,135,427,83287,6540,18439,12403,60324,180997,27,12,10,6,26301,26349,645,49,16,6,25659,26385,18767,1166,1108,61,37066,58167,37236,2859,4017,227,17052,61384,35306,3175,7165,623,10345,56617,30990,2351,8577,1530,5728,49179,24400,1366,6617,3402,2291,38073,12244,517,2700,5022,642,21128,2973,87,574,4990,200,8823,399,36,80,83,312,915,162983,11614,30872,15947,125606,347021
509,6,5,3,3,3789,3803,116,8,0,8,3044,3175,2102,107,88,11,4987,7298,4215,342,365,20,2813,7748,5203,502,1010,77,2349,9135,6376,586,1716,206,1746,10634,6082,454,1623,432,757,9349,3216,152,600,507,220,4693,799,22,94,416,45,1379,76,11,3,5,93,188,28194,2184,5513,1690,19835,57410,9,6,0,0,3403,3416,177,14,0,3,2435,2635,2594,165,135,21,3970,6886,4499,386,516,70,2276,7755,5263,515,1232,173,1809,8995,6383,495,1817,491,1112,10296,5486,309,1401,1093,395,8683,2342,78,568,1595,102,4691,405,11,134,1278,30,1864,39,6,8,9,49,107,27187,1996,5815,4740,15591,55326,12,3,3,0,7195,7223,297,22,0,10,5485,5813,4700,272,226,28,8950,14180,8716,733,882,91,5086,15507,10462,1016,2242,252,4155,18130,12760,1078,3530,702,2860,20931,11564,757,3024,1528,1155,18033,5559,235,1167,2101,317,9382,1200,39,225,1695,73,3243,108,17,13,16,138,294,55381,4174,11324,6429,35427,112735
510,24,0,0,3,2590,2618,168,7,0,4,3491,3684,3510,213,213,19,10050,14005,7874,579,859,29,5484,14830,7339,772,1538,71,3346,13060,6598,562,1679,183,1591,10612,4176,217,774,234,397,5804,1087,43,131,156,91,1505,75,4,11,48,15,161,180,12,30,5,235,463,31031,2419,5243,760,27281,66731,36,0,0,0,2296,2340,178,12,8,0,3048,3253,2796,210,206,27,7092,10324,4347,349,496,53,3286,8528,3597,430,925,126,2004,7074,4038,356,1201,310,1012,6923,3111,122,616,464,273,4587,630,22,123,280,55,1112,19,0,6,108,13,150,58,3,14,5,258,332,18810,1517,3598,1367,19343,44636,64,0,7,3,4887,4955,348,24,11,7,6545,6936,6306,423,419,43,17138,24330,12227,933,1355,82,8769,23363,10928,1194,2463,195,5343,20138,10640,919,2878,491,2604,17532,7291,343,1389,700,674,10391,1712,65,257,437,144,2612,92,7,20,155,23,309,239,14,46,8,488,796,49845,3932,8842,2129,46623,111367
511,17,6,0,0,3505,3532,125,9,4,0,4045,4191,2912,161,209,4,7966,11258,5670,450,656,27,4020,10834,6253,646,1263,83,3044,11281,6663,611,1668,233,1910,11091,5510,384,1320,409,694,8315,2343,147,416,420,183,3513,436,17,57,249,35,794,96,4,15,3,172,288,30035,2437,5618,1428,25577,65099,15,0,0,0,3159,3177,170,23,10,3,3371,3573,2833,185,188,23,5529,8762,4485,433,610,61,2798,8390,4674,531,1184,184,1960,8528,5530,447,1569,477,1080,9106,4693,255,1064,960,323,7299,1634,62,341,1051,75,3167,227,4,47,739,14,1036,34,0,6,12,105,165,24300,1947,5024,3516,18412,53193,36,6,4,0,6667,6708,300,34,12,4,7414,7768,5740,348,402,32,13500,20017,10155,884,1273,87,6823,19219,10928,1173,2451,260,5003,19812,12194,1056,3241,708,2993,20196,10202,636,2389,1369,1016,15615,3982,211,755,1471,262,6688,661,26,103,989,49,1826,130,8,17,19,277,453,54334,4381,10644,4943,43991,118291
597,0,0,0,0,13,13,0,0,0,0,81,81,116,6,0,0,301,430,528,48,48,3,285,908,565,42,76,3,153,842,314,24,65,3,37,449,91,6,12,4,0,117,8,0,0,0,0,15,0,0,0,0,0,0,95,4,12,0,33,143,1728,131,216,13,908,3002,0,0,0,0,8,8,3,0,0,0,33,36,9,0,0,0,68,89,15,4,5,0,30,49,15,5,11,0,18,60,45,7,19,0,9,77,48,0,6,4,0,61,14,0,0,0,0,17,0,0,0,0,0,0,9,0,3,4,5,16,163,19,40,13,173,405,0,0,0,0,20,20,3,0,0,0,115,116,128,8,3,0,370,518,546,44,48,3,311,957,575,49,87,5,173,896,360,32,84,3,50,533,139,9,18,7,0,176,23,0,0,4,0,32,0,0,0,0,0,0,104,4,16,4,39,164,1892,147,262,29,1085,3410
601,5,4,0,0,6881,6892,186,12,8,4,7291,7497,5889,242,262,18,13483,19889,8184,546,827,28,5843,15438,7677,708,1752,97,3934,14164,8202,698,2402,299,2506,14104,7903,410,1939,568,1173,11990,4356,175,788,788,298,6404,1138,28,112,746,76,2096,118,7,12,0,170,314,43653,2832,8097,2544,41655,98792,4,0,0,6,6433,6445,419,20,6,0,6923,7372,7065,411,387,19,11976,19858,8472,785,1266,84,5693,16294,8155,896,2447,259,3684,15444,8395,804,3409,744,2094,15448,7270,443,2870,1955,896,13434,3316,140,1203,2960,308,7923,561,20,249,2557,110,3498,68,6,14,23,53,161,43723,3520,11854,8611,38175,105882,6,4,0,7,13314,13335,603,35,12,6,14209,14867,12949,652,647,43,25458,39747,16657,1326,2099,112,11544,31729,15834,1598,4204,355,7619,29613,16599,1507,5813,1036,4602,29553,15174,852,4806,2522,2065,25431,7671,313,1983,3743,609,14326,1700,51,360,3296,185,5593,186,12,31,28,225,482,87385,6354,19953,11152,79831,204671
602,4,0,0,0,4247,4254,112,7,4,5,4201,4328,2836,141,131,10,6663,9785,4274,293,485,24,3029,8103,4980,480,1117,51,2391,9013,5876,493,1652,209,1726,9964,5863,398,1483,492,798,9043,3361,126,537,632,221,4885,761,25,99,502,61,1449,55,0,8,0,111,174,28119,1969,5520,1930,23459,60996,14,0,0,0,4037,4052,226,14,7,5,3902,4150,3505,255,234,12,5581,9589,4629,457,747,64,2934,8825,5377,588,1611,206,2133,9917,6181,526,2148,613,1214,10679,5268,355,1865,1345,542,9373,2468,88,711,2027,208,5503,409,10,133,1614,73,2246,37,4,9,15,57,123,28103,2310,7469,5891,20686,64455,11,0,3,0,8287,8307,330,24,12,6,8107,8482,6343,395,366,20,12247,19368,8898,750,1232,83,5967,16926,10356,1068,2732,254,4519,18932,12056,1018,3798,828,2942,20643,11134,762,3346,1835,1341,18414,5828,217,1249,2660,426,10385,1174,39,230,2122,134,3695,87,8,17,14,171,298,56224,4283,12985,7824,44142,125452
603,0,0,0,0,1111,1111,21,0,0,0,928,955,515,42,30,0,1442,2043,1070,81,124,8,980,2252,1361,151,380,31,886,2791,2017,177,664,43,696,3610,2065,165,643,155,298,3320,950,51,232,186,85,1507,165,5,32,111,14,329,6,0,5,0,26,39,8174,667,2103,535,6469,17958,0,0,0,0,904,909,33,9,7,0,754,801,690,54,56,3,1288,2092,1221,103,182,17,906,2415,1503,162,375,49,636,2722,2166,155,619,171,465,3575,1790,77,534,396,166,2955,611,19,166,434,33,1259,75,7,34,274,11,391,5,0,5,6,8,23,8103,583,1963,1338,5157,17140,0,0,0,0,2015,2017,62,9,11,0,1686,1753,1211,97,86,3,2734,4132,2289,179,304,22,1878,4670,2863,310,750,79,1522,5516,4184,339,1288,220,1162,7182,3856,237,1174,548,465,6276,1557,67,396,622,122,2764,241,7,62,379,23,722,10,0,6,6,36,57,16275,1247,4067,1873,11631,35097
604,5,0,0,0,3208,3215,107,5,0,0,2854,2970,1896,96,106,3,4505,6612,2983,278,396,12,2290,5955,3718,404,973,65,1968,7126,4762,426,1456,163,1293,8100,4748,301,1194,369,575,7197,2759,99,433,541,175,4004,642,14,58,382,34,1127,43,6,6,0,46,96,21654,1630,4621,1542,16948,46401,4,0,0,0,3095,3098,185,14,8,0,2700,2905,2331,211,171,17,4104,6820,3405,417,550,53,2069,6496,4042,473,1314,183,1654,7668,4905,455,1750,532,1000,8638,4450,252,1331,1153,346,7539,1980,68,447,1781,103,4383,306,7,99,1276,43,1744,21,0,11,9,26,63,21630,1899,5683,5003,15130,49340,3,0,0,0,6304,6312,296,19,4,3,5557,5878,4223,304,276,22,8611,13429,6385,691,950,67,4365,12452,7766,876,2284,248,3618,14790,9662,883,3208,694,2292,16738,9203,555,2526,1525,924,14731,4739,167,883,2324,271,8389,952,23,159,1667,72,2867,59,3,15,9,69,157,43288,3528,10305,6551,32073,95745
697,0,0,0,0,0,0,0,0,0,0,9,9,8,0,4,0,39,58,28,0,3,0,38,65,37,6,4,0,24,70,36,3,12,0,4,62,13,0,0,0,5,25,4,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,8,125,12,35,4,122,296,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,10,13,3,0,0,0,6,12,4,0,4,0,7,18,10,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,12,0,32,75,0,0,0,0,5,5,0,0,0,0,15,15,10,0,4,0,48,62,33,3,3,0,43,80,40,8,11,6,30,90,42,3,20,0,8,75,24,0,0,0,5,33,4,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,13,154,13,49,7,158,374
701,24,0,0,3,3944,3969,226,13,6,0,4880,5127,4218,147,181,14,8808,13365,6545,376,592,23,3889,11420,5683,483,1053,74,2719,10017,5104,457,1377,168,1736,8842,4122,332,1179,267,725,6629,1449,94,300,252,185,2289,194,14,37,123,36,397,679,9,65,6,1284,2046,28238,1934,4790,940,28203,64106,12,0,0,0,3839,3858,351,18,5,4,4066,4452,5309,293,321,20,8182,14133,6653,562,844,80,3866,12003,5427,519,1338,217,2392,9886,4850,462,1537,525,1302,8667,3306,246,1156,890,456,6060,824,51,366,799,84,2121,69,6,59,344,19,493,162,15,31,36,265,509,26970,2168,5653,2922,24478,62191,36,0,0,3,7785,7824,574,35,12,5,8951,9571,9527,448,504,35,16991,27502,13203,937,1434,108,7755,23427,11107,1003,2388,291,5115,19906,9956,919,2908,692,3035,17510,7425,580,2336,1157,1184,12685,2273,147,661,1056,267,4411,269,20,97,466,51,895,842,24,94,45,1548,2555,55207,4105,10447,3860,52679,126296
702,190,10,4,0,3227,3433,759,40,15,9,2849,3673,3226,145,127,25,5671,9190,4187,265,312,34,2966,7761,3611,359,677,104,2011,6767,4048,343,848,170,1265,6678,3408,217,694,250,475,5037,823,44,154,151,98,1273,65,3,16,45,21,143,116,0,16,6,206,344,20432,1434,2853,787,18789,44302,286,7,3,0,2855,3159,890,39,16,14,2607,3562,3544,226,156,82,5451,9463,3754,341,371,123,2759,7341,3277,349,700,279,2027,6634,3768,279,934,597,1229,6808,2628,144,561,650,415,4393,381,37,118,346,95,983,29,5,14,137,33,211,50,10,10,11,129,208,18612,1427,2889,2235,17605,42763,475,16,9,7,6080,6589,1652,80,27,14,5456,7230,6768,368,286,106,11125,18656,7942,605,680,155,5727,15108,6889,710,1379,384,4036,13401,7816,620,1780,764,2502,13484,6035,361,1259,892,885,9432,1201,85,274,493,199,2249,93,9,25,181,48,357,166,6,23,16,335,553,39040,2865,5741,3023,36404,87063
797,0,0,0,0,10,10,0,0,0,0,17,17,14,5,0,0,32,51,47,6,10,0,42,101,70,6,15,0,29,111,48,0,21,0,23,97,20,0,0,0,0,19,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,12,204,18,53,4,151,429,0,0,0,0,0,0,3,0,0,0,9,15,0,0,0,0,12,12,0,0,3,0,0,3,4,0,6,0,0,7,0,0,4,0,3,12,17,0,4,0,0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,7,27,0,14,0,34,67,0,0,0,0,11,11,3,0,0,0,25,27,14,5,0,0,44,58,47,6,14,0,51,105,70,6,22,0,27,120,50,0,25,0,22,106,33,0,3,0,0,42,4,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,6,17,223,18,69,4,182,494
801,6,0,0,0,13429,13445,372,14,6,3,16827,17225,12096,408,540,23,25582,38646,21799,1002,1789,64,9592,34238,17880,1186,2871,118,5762,27823,14213,901,2960,280,3205,21556,11681,491,2115,646,1273,16210,6312,215,817,922,321,8589,1685,38,158,900,79,2860,267,9,36,11,169,493,86322,4259,11296,2965,76238,181082,11,0,6,4,13027,13041,890,35,31,4,16321,17284,15545,643,813,31,21938,38978,22177,1314,2466,147,8823,34928,17149,1436,3968,418,5259,28226,13690,976,4497,1076,2957,23191,10683,597,3714,2492,1182,18666,4703,185,1527,3658,376,10447,830,29,376,2971,126,4337,261,8,34,71,149,520,85943,5220,17440,10875,70152,189630,15,0,8,0,26453,26482,1268,46,39,8,33143,34507,27642,1053,1353,51,47526,77621,43972,2315,4261,212,18408,69171,35029,2621,6844,539,11020,56053,27906,1882,7451,1355,6160,44750,22369,1086,5830,3139,2456,34875,11013,397,2347,4577,703,19042,2516,69,537,3867,209,7200,532,19,69,90,314,1020,172259,9486,28733,13843,146392,370716
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,110,110,14,0,0,0,140,149,112,8,7,0,316,448,184,15,23,3,139,365,212,29,51,0,97,389,274,24,86,12,57,452,258,17,41,14,32,361,100,6,17,21,8,148,18,0,0,9,0,30,0,0,4,0,10,15,1172,100,230,53,908,2464,0,0,0,0,108,109,18,0,0,0,106,123,100,15,0,0,181,296,184,7,21,0,117,332,198,25,62,4,87,379,260,31,90,11,53,437,178,4,54,46,28,307,73,3,19,50,0,142,0,0,4,24,0,34,0,0,0,0,7,10,1009,77,252,131,689,2163,0,0,0,0,219,220,27,0,0,0,245,272,209,18,5,0,499,741,368,27,45,3,256,697,411,52,118,4,179,767,526,51,174,21,111,893,437,24,93,58,60,669,173,11,36,68,11,295,22,0,9,32,0,60,3,0,3,0,15,23,2180,182,484,191,1599,4630
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
