SA4_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
407,27,233,0,259,4541,478,3,5278,207,162,6,373,3805,394,89,4663,2902,262,96,3263,5576,1053,390,10290,4862,204,185,5248,3651,1091,168,10161,3031,369,86,3489,7449,1035,46,12016,580,1132,16,1729,11299,1011,15,14053,119,1381,6,1508,11844,920,19,14291,21,258,0,283,6993,614,3,7887,3,11,0,18,2158,232,10,2413,11753,4028,391,16174,57312,6836,744,81066,46,390,4,443,3919,377,5,4737,453,314,22,790,3038,249,5,4089,4293,422,287,5003,4016,575,45,9641,5983,321,387,6694,2773,582,23,10067,2682,955,123,3750,7515,722,15,12005,218,2683,20,2914,10693,751,29,14385,81,2091,8,2177,11255,822,19,14274,20,308,0,332,7360,655,8,8359,5,15,0,20,3110,410,4,3545,13783,7488,863,22129,53682,5140,158,81104,70,624,4,703,8458,851,7,10021,663,475,33,1167,6844,645,98,8749,7196,689,387,8268,9596,1635,443,19938,10845,526,575,11947,6425,1669,193,20229,5712,1326,205,7241,14961,1758,58,24021
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,4,5,19,0,0,0,0,9,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,8,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,4,5,19,0,0,0,0,9,7,0,15
501,20,238,0,259,4912,384,6,5558,205,136,8,345,3474,283,21,4130,2734,242,96,3069,5482,893,92,9529,5827,225,242,6285,3828,883,42,11047,3602,327,110,4040,6865,881,21,11813,641,928,17,1587,9609,773,13,11980,107,1187,7,1301,8817,672,9,10800,25,206,3,231,4745,401,10,5388,0,9,0,10,1327,221,0,1565,13155,3494,482,17128,49069,5401,215,71815,29,452,0,483,4477,359,8,5326,417,263,28,706,2779,227,16,3727,4511,442,328,5290,4344,647,47,10327,7619,422,591,8631,3152,672,24,12476,3562,917,193,4676,7537,690,14,12911,247,2569,28,2845,9513,675,22,13059,69,1886,10,1964,8395,610,12,10989,30,253,4,283,5034,473,7,5793,3,14,4,21,2010,346,0,2377,16486,7224,1192,24904,47233,4695,152,76983,49,688,4,742,9385,745,13,10894,620,400,31,1059,6256,513,37,7860,7248,689,426,8356,9821,1538,142,19857,13441,643,833,14917,6980,1551,63,23522,7169,1241,308,8718,14407,1572,34,24727
502,13,157,0,172,2635,175,0,2984,137,95,0,230,2091,137,0,2464,1530,147,42,1716,2698,274,5,4696,2581,120,108,2804,1922,276,10,5010,1549,223,42,1818,3548,269,8,5641,326,585,6,913,4948,227,6,6097,59,594,4,655,5617,285,12,6569,22,140,0,162,3779,270,6,4208,5,3,0,11,1107,155,0,1269,6215,2066,208,8485,28354,2070,45,38956,27,257,4,281,2471,186,0,2934,328,206,15,554,1890,141,5,2594,2793,258,180,3237,2072,294,11,5611,3729,217,293,4234,1614,302,6,6158,1582,621,86,2291,4064,296,8,6662,142,1541,8,1691,5233,247,10,7181,31,1095,3,1133,5775,274,12,7195,12,153,0,168,4005,343,5,4524,0,14,0,17,1458,314,5,1783,8650,4359,599,13608,28580,2394,56,44640,36,409,4,456,5105,360,4,5921,471,303,17,788,3985,279,3,5056,4326,404,227,4954,4772,570,19,10308,6301,335,401,7038,3533,575,15,11171,3133,848,127,4112,7617,566,12,12309
503,4,202,0,206,4712,194,16,5139,25,111,0,135,5786,432,93,6449,1285,287,26,1602,12349,1258,222,15430,5653,221,158,6034,6234,969,141,13379,4809,166,124,5092,5855,781,126,11860,997,507,20,1521,8039,650,94,10312,140,1387,3,1529,5919,514,41,8000,32,511,3,548,3539,397,19,4506,0,26,0,26,1441,233,6,1713,12944,3423,338,16707,53884,5427,774,76787,17,347,4,364,4687,248,25,5322,48,285,4,345,6172,423,57,7005,2257,623,81,2959,11653,989,180,15779,7048,424,426,7896,4574,700,64,13229,4878,377,205,5454,5971,516,62,12002,455,1445,21,1917,7869,438,52,10271,88,2464,9,2558,5294,492,51,8398,26,655,0,686,3928,410,19,5040,4,38,0,45,2422,366,4,2841,14829,6651,740,22225,52574,4575,514,79883,23,545,5,573,9401,442,44,10461,72,400,5,481,11963,856,152,13449,3543,911,105,4562,23998,2249,408,31210,12704,644,585,13934,10805,1664,204,26609,9683,539,327,10552,11821,1298,190,23863
504,27,411,6,447,7394,378,3,8223,205,318,0,526,7282,583,50,8440,4515,516,110,5143,12586,1618,28,19378,9360,385,243,9982,8045,1469,24,19527,5243,435,160,5842,10013,1050,22,16924,1009,1118,36,2162,12132,747,37,15081,194,1451,11,1651,8868,472,31,11022,25,374,0,408,4935,332,16,5693,4,15,0,25,1479,182,4,1684,20587,5024,569,26187,72729,6835,216,105966,36,669,8,711,6491,378,9,7585,491,565,25,1085,6407,406,18,7916,7895,904,363,9162,10367,1019,46,20596,11773,648,640,13057,6104,897,24,20087,5127,1206,251,6582,10781,707,19,18081,452,3232,45,3730,11664,529,71,16001,108,2642,14,2764,8665,452,56,11939,18,457,6,485,5488,422,14,6406,6,30,0,33,2365,336,6,2745,25907,10348,1356,37610,68329,5150,266,111352,63,1079,16,1158,13887,750,11,15810,692,884,31,1607,13690,986,68,16354,12414,1424,472,14310,22947,2641,79,39978,21133,1026,879,23042,14157,2363,51,39609,10368,1633,414,12422,20790,1756,41,35012
505,55,781,3,839,16215,656,8,17719,280,538,18,835,15468,771,24,17097,8141,866,212,9222,25341,1734,107,36407,21003,676,604,22280,15025,1659,57,39021,13077,799,293,14170,20524,1280,60,36032,2139,2508,62,4705,24409,933,74,30120,357,4251,17,4627,17959,695,68,23348,54,1048,9,1112,10491,646,24,12275,7,54,0,64,3692,368,4,4131,45119,11508,1220,57848,149124,8749,426,216148,70,1280,12,1355,14607,640,9,16618,777,1025,56,1861,14144,655,45,16700,14154,1766,730,16643,21805,1718,86,40256,26303,1230,1489,29021,12022,1555,64,42660,12690,2175,515,15378,22285,1185,63,38906,911,7297,89,8297,23876,913,128,33209,287,7220,39,7549,17930,862,79,26416,60,1243,10,1318,12594,935,33,14886,3,73,0,74,5956,680,11,6721,55256,23308,2939,81507,145211,9148,514,236379,123,2057,11,2194,30831,1292,21,34337,1061,1564,69,2695,29618,1424,66,33797,22300,2626,947,25866,47146,3459,193,76665,47307,1900,2091,51306,27044,3215,120,81683,25764,2966,811,29548,42808,2469,122,74939
506,59,759,10,831,14008,849,11,15691,424,584,15,1019,16097,1171,52,18333,8159,886,206,9251,26598,2791,117,38760,19360,630,469,20468,15912,2348,96,38818,9967,775,272,11013,18787,1741,93,31636,1806,2046,47,3902,21348,1227,106,26584,362,3162,14,3542,16289,884,114,20829,68,726,0,792,9144,672,37,10639,5,42,0,49,2975,488,9,3526,40214,9618,1039,50864,141160,12168,635,204822,89,1262,16,1366,12771,742,16,14897,1066,1086,61,2213,14016,921,37,17188,14256,1598,632,16482,21233,2234,93,40040,23595,1188,1175,25960,11954,1839,56,39809,9148,2166,433,11748,19021,1325,65,32156,879,5908,72,6856,20214,1056,175,28303,265,5366,35,5669,16099,896,160,22825,53,892,7,948,10391,953,45,12347,7,47,0,55,4613,920,15,5606,49349,19515,2437,71300,130328,10881,657,213164,151,2019,27,2191,26780,1591,25,30592,1485,1664,82,3231,30111,2085,86,35523,22413,2484,840,25734,47838,5021,210,78799,42956,1823,1641,46420,27867,4189,147,78625,19110,2944,706,22760,37806,3065,160,63794
507,40,672,9,715,12055,607,22,13398,335,437,9,782,11539,890,34,13248,6747,724,210,7674,18194,2033,102,28006,15619,568,519,16709,10766,1780,71,29330,9307,716,264,10286,15539,1278,62,27160,1700,2060,42,3801,18673,955,85,23525,295,2951,14,3252,13897,788,81,18024,57,754,6,819,8325,717,29,9882,9,42,0,56,2889,509,6,3457,34116,8914,1061,44090,111885,9564,490,166028,74,1045,8,1129,11256,580,10,12982,803,880,39,1725,10837,610,30,13212,11371,1389,647,13418,15376,1468,79,30345,19979,1016,1274,22273,8602,1255,42,32167,9208,1992,449,11647,16830,1045,59,29573,747,5599,68,6411,18494,840,86,25830,194,5089,30,5311,13974,846,87,20215,51,921,11,978,9372,909,20,11292,9,53,0,63,4447,863,10,5383,42444,17980,2524,62952,109190,8425,427,180997,117,1716,10,1846,23313,1190,36,26379,1140,1320,46,2506,22381,1497,70,26456,18122,2108,854,21089,33572,3503,179,58347,35600,1582,1794,38985,19371,3037,114,61499,18511,2708,706,21926,32366,2325,120,56736
509,18,188,4,206,3169,433,0,3811,134,110,6,243,2520,411,35,3212,2036,179,52,2271,3953,1072,81,7382,3693,152,148,3996,2692,1066,41,7790,2314,253,61,2636,5392,1104,5,9140,491,671,22,1184,8376,1069,9,10638,85,695,0,787,7751,814,7,9359,13,133,0,146,4061,487,4,4702,0,10,0,11,1176,194,0,1381,8786,2387,301,11479,39096,6648,188,57410,21,317,5,347,2687,386,0,3417,310,179,19,512,1861,267,11,2648,2977,300,212,3487,2774,616,40,6918,4456,276,364,5094,1984,678,19,7777,2041,671,116,2825,5421,753,11,9010,195,1718,20,1935,7599,767,11,10306,39,1142,4,1188,6787,709,11,8694,18,178,0,192,3952,536,3,4695,0,11,0,11,1559,291,0,1860,10068,4787,737,15593,34623,5001,107,55326,42,500,4,553,5860,816,4,7228,444,288,26,757,4382,677,48,5859,5016,476,271,5761,6729,1693,119,14303,8153,430,514,9094,4676,1741,63,15569,4358,922,179,5456,10811,1862,17,18149
510,34,214,3,258,1866,499,0,2618,180,197,27,399,2314,972,53,3737,2501,352,162,3013,6935,4053,150,14157,4932,317,245,5498,5046,4285,102,14929,2317,355,99,2765,6423,3869,71,13128,323,483,17,828,6932,2849,56,10665,36,336,5,379,4447,984,29,5838,6,55,0,64,1189,253,3,1507,0,0,0,0,119,33,0,156,10331,2310,555,13195,35275,17802,463,66731,56,323,22,403,1517,421,4,2340,339,272,59,660,1921,672,77,3330,2760,445,323,3524,4778,2026,156,10487,3723,391,386,4501,2611,1412,23,8557,1153,555,102,1810,3931,1333,8,7089,93,783,8,877,4891,1148,29,6949,14,462,9,485,3446,658,27,4616,0,63,3,65,839,204,0,1116,0,5,3,12,110,36,0,150,8141,3289,912,12347,24031,7915,332,44636,92,539,25,661,3384,921,4,4964,513,462,81,1059,4230,1640,131,7068,5257,795,480,6537,11711,6080,306,24640,8660,706,634,9996,7659,5702,125,23486,3472,909,199,4578,10359,5199,80,20217
511,19,174,0,195,2835,506,5,3539,198,118,6,327,2962,907,38,4227,2435,247,85,2768,5674,2812,119,11369,4172,190,156,4512,3715,2600,49,10876,2270,259,82,2615,6154,2510,29,11311,428,678,13,1119,7988,1990,37,11125,55,537,0,597,6604,1116,11,8333,13,100,0,118,2932,468,4,3522,4,5,0,10,663,120,4,794,9606,2307,347,12252,39525,13027,288,65099,41,306,9,358,2399,423,0,3179,407,217,25,649,2363,555,24,3595,3130,363,263,3755,3722,1279,74,8839,4252,304,330,4884,2334,1167,6,8396,1604,666,96,2365,5107,1049,13,8547,181,1394,21,1589,6459,1055,18,9120,43,888,13,939,5562,802,16,7317,12,144,0,154,2619,399,4,3171,0,11,0,14,855,166,4,1039,9667,4293,753,14716,31427,6893,165,53193,55,479,13,554,5228,924,7,6713,605,335,36,979,5326,1463,62,7827,5565,614,352,6526,9395,4088,195,20213,8423,492,482,9400,6049,3773,54,19275,3874,926,181,4984,11267,3565,41,19859
597,0,0,0,0,8,7,0,14,0,0,0,0,48,28,0,81,35,3,0,37,198,192,24,459,152,0,6,161,333,413,37,945,101,10,4,115,351,376,53,896,9,10,0,21,237,196,24,473,0,5,0,5,73,40,0,119,0,0,0,7,7,0,0,15,0,0,0,0,0,0,0,0,300,30,9,347,1254,1251,143,3002,0,0,0,0,5,3,0,8,0,0,0,0,23,15,0,37,4,3,0,8,52,28,3,94,8,0,0,4,23,20,7,55,0,0,0,3,34,23,0,57,0,0,0,0,55,29,3,86,0,11,0,11,36,11,0,61,0,4,0,4,6,5,0,17,0,0,0,0,0,0,4,3,5,21,0,26,233,123,16,405,0,0,0,0,8,10,0,19,0,4,0,4,75,43,0,121,39,10,0,52,246,224,33,549,154,0,6,165,359,429,37,999,104,9,4,110,387,391,61,951
601,20,301,3,323,6200,367,0,6889,226,227,8,455,6647,389,54,7551,3894,514,114,4523,14183,1188,149,20033,7724,302,315,8343,6228,860,44,15477,4580,431,168,5177,8326,661,22,14187,881,1138,25,2042,11454,610,19,14125,151,1876,4,2038,9402,556,22,12015,23,490,0,510,5487,404,6,6410,0,28,0,29,1884,188,4,2103,17503,5296,641,23431,69817,5225,314,98792,32,570,9,609,5496,332,6,6449,463,486,28,976,6044,349,9,7385,5789,873,341,7005,11896,956,33,19892,9184,578,681,10438,5154,704,15,16307,4553,1062,240,5851,9043,547,17,15460,401,3068,25,3497,11452,503,42,15488,88,3159,14,3261,9601,573,22,13454,24,585,0,604,6766,550,15,7935,0,30,0,26,3129,342,4,3504,20533,10407,1337,32278,68580,4862,161,105882,55,868,14,931,11702,702,6,13339,682,710,34,1435,12691,739,67,14931,9685,1385,457,11526,26078,2143,182,39927,16909,882,991,18776,11384,1567,51,31784,9129,1498,410,11029,17369,1206,41,29652
602,10,172,0,186,3775,301,6,4258,200,152,5,358,3666,299,53,4383,2435,262,68,2767,6384,635,44,9828,4161,192,142,4497,3169,437,38,8144,2456,275,72,2799,5758,457,11,9027,525,704,14,1240,8204,521,8,9968,84,879,3,963,7564,514,8,9051,16,183,0,204,4325,359,7,4891,0,10,0,11,1269,174,4,1451,9883,2821,315,13020,44107,3696,174,60996,34,343,4,382,3423,241,0,4055,381,256,19,660,3231,254,3,4156,3600,426,241,4264,4843,478,56,9643,5083,274,312,5675,2752,397,13,8839,2390,760,117,3261,6222,429,15,9931,212,1827,10,2053,8150,478,5,10687,49,1447,3,1501,7374,500,7,9378,12,216,3,234,4834,438,6,5512,0,10,0,14,1944,287,10,2257,11765,5565,719,18047,42778,3504,123,64455,50,511,5,567,7197,536,8,8315,581,411,29,1026,6899,555,60,8537,6034,688,313,7033,11224,1114,100,19470,9242,466,459,10176,5920,833,53,16981,4842,1034,190,6060,11981,892,23,18951
603,9,36,0,43,937,131,0,1111,52,41,3,96,778,80,3,962,587,54,28,667,1201,170,23,2061,1109,46,32,1184,904,162,9,2260,686,92,15,804,1799,197,0,2796,179,253,9,434,2923,251,0,3612,35,256,0,290,2775,262,0,3323,4,50,0,57,1311,132,0,1507,0,0,0,0,269,58,0,329,2663,833,86,3579,12899,1436,39,17958,9,77,0,86,734,87,0,909,106,64,0,168,558,68,0,799,838,79,64,982,929,182,10,2102,1340,51,79,1481,778,162,3,2426,565,214,32,807,1764,149,0,2722,66,588,6,659,2698,220,4,3573,19,369,3,394,2366,194,6,2959,0,56,0,58,1067,132,0,1259,0,0,0,0,329,62,0,391,2952,1500,183,4637,11224,1252,23,17140,15,115,0,133,1667,221,0,2015,158,99,7,265,1339,149,10,1764,1428,133,88,1651,2133,351,29,4164,2450,97,114,2662,1682,322,13,4681,1256,311,50,1610,3560,347,0,5519
604,22,133,0,156,2796,259,0,3215,177,105,0,281,2507,189,13,2984,2044,188,82,2313,3850,449,29,6642,3055,153,126,3329,2237,398,20,5976,1665,259,55,1976,4710,438,12,7135,370,656,9,1037,6633,435,8,8111,64,611,5,675,6073,443,4,7200,13,113,0,132,3536,340,3,4005,0,5,0,3,986,136,5,1130,7406,2214,274,9898,33329,3077,96,46401,28,257,0,283,2588,227,0,3097,383,236,23,646,2103,156,4,2906,2994,318,220,3528,2899,391,23,6844,3699,272,266,4241,1910,344,8,6498,1538,761,75,2374,4926,368,7,7668,140,1619,26,1783,6464,395,10,8653,35,943,7,982,6129,427,8,7545,8,145,0,152,3824,399,5,4387,0,9,0,10,1557,169,4,1743,8827,4558,617,13997,32402,2884,63,49340,51,386,0,442,5381,488,0,6312,557,342,25,925,4605,344,17,5890,5036,501,304,5837,6749,841,52,13485,6756,422,393,7570,4144,736,26,12481,3203,1022,128,4349,9638,803,13,14807
697,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,4,3,0,5,22,25,3,58,10,0,0,10,28,24,3,67,12,0,0,9,33,22,0,71,0,4,0,0,33,27,0,63,0,0,0,0,24,0,0,25,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,29,4,0,36,157,102,8,296,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,3,0,5,8,0,0,13,0,0,0,0,7,3,0,16,3,0,0,3,12,4,0,18,0,0,0,0,9,3,0,11,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,48,13,0,75,0,0,0,0,6,0,0,5,0,0,0,0,9,0,0,15,3,3,0,9,34,25,3,69,12,0,0,9,33,30,4,78,13,0,0,18,42,31,0,90
701,11,203,0,214,3320,434,89,4057,148,163,7,313,4025,786,1098,6224,2415,293,74,2781,8668,1919,510,13877,4750,222,162,5137,4754,1532,158,11580,2626,282,58,2965,5689,1364,68,10083,519,539,12,1076,6622,1150,72,8915,131,632,4,772,5021,836,37,6668,14,133,3,146,1870,272,13,2294,0,11,0,8,336,53,0,399,10614,2475,325,13417,40293,8349,2046,64106,38,359,9,399,3051,406,12,3867,341,264,18,623,3308,514,126,4577,3988,529,226,4740,7812,1584,177,14305,5818,381,367,6562,4180,1261,46,12046,2309,615,129,3050,5738,1095,23,9906,212,1312,10,1539,6161,977,78,8744,57,1118,5,1180,4197,687,43,6102,8,188,4,197,1672,253,8,2136,0,7,0,13,404,81,8,504,12765,4770,768,18296,36515,6860,509,62191,44,559,9,613,6368,845,99,7921,481,426,30,942,7329,1304,1221,10795,6401,822,296,7520,16476,3500,688,28189,10567,603,533,11698,8929,2793,198,23627,4935,896,186,6017,11430,2460,87,19990
702,80,705,34,816,2162,455,6,3443,318,589,114,1019,2041,612,82,3752,1818,756,348,2921,4595,1671,135,9322,2526,545,308,3382,3004,1376,47,7812,1189,634,159,1978,3514,1274,19,6790,273,532,62,867,4616,1198,32,6706,82,374,21,471,3737,826,21,5052,12,63,4,79,972,218,4,1274,0,8,0,7,116,17,0,143,6287,4214,1050,11551,24762,7649,344,44302,151,747,67,957,1780,415,5,3163,568,661,192,1414,1743,407,19,3582,2684,941,595,4222,4110,1132,102,9563,2880,789,497,4154,2345,841,15,7360,1037,1071,226,2332,3448,852,11,6645,158,1049,97,1302,4554,947,37,6843,51,569,25,652,3098,646,16,4410,3,83,12,99,745,136,8,989,4,16,0,23,164,25,0,211,7529,5929,1709,15160,21986,5409,208,42763,226,1454,96,1773,3941,871,10,6598,882,1247,306,2436,3776,1019,98,7336,4502,1700,942,7144,8704,2803,231,18888,5403,1329,806,7541,5352,2216,63,15167,2221,1705,385,4306,6966,2129,33,13439
797,0,0,0,0,10,0,0,10,0,0,0,0,14,5,0,17,5,0,0,5,28,16,0,54,12,0,0,14,51,41,0,106,12,0,0,9,62,43,0,117,4,0,0,4,58,33,0,96,0,0,0,0,13,7,0,22,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,26,7,0,27,245,138,12,429,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,15,0,0,0,0,6,5,7,16,0,0,0,0,6,0,0,3,0,0,0,0,7,0,0,7,0,0,0,0,11,0,0,12,0,0,0,0,12,5,0,21,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,43,17,7,67,0,0,0,0,10,0,0,11,0,0,0,3,24,3,0,27,5,0,0,5,34,18,9,65,12,0,0,14,53,43,0,112,12,4,0,9,69,43,0,124
801,36,614,4,652,12120,668,19,13461,192,401,10,599,15500,1121,50,17274,6357,795,138,7290,29132,2224,88,38737,17393,551,543,18487,14183,1564,100,34340,10226,581,295,11101,15637,1088,72,27903,1831,1641,53,3520,17236,797,60,21617,240,3123,16,3383,12211,611,65,16276,42,917,0,967,7161,457,22,8612,3,57,0,65,2531,270,5,2864,36325,8687,1047,46069,125712,8811,493,181082,43,927,7,982,11410,646,20,13059,495,789,24,1305,14979,997,43,17328,10078,1309,415,11806,25361,1807,88,39065,20367,901,1049,22315,11406,1208,75,35004,9287,1304,401,10996,16351,879,63,28290,812,4118,62,4982,17553,657,122,23317,176,5121,30,5331,12656,674,87,18755,45,1117,12,1172,8708,568,21,10468,9,45,0,54,3807,480,3,4342,41313,15636,1998,58953,122224,7925,520,189630,77,1542,7,1636,23529,1315,45,26526,690,1192,29,1910,30479,2122,92,34599,16436,2107,551,19099,54489,4032,177,77804,37756,1454,1591,40806,25591,2780,177,69342,19516,1887,697,22101,31989,1964,139,56195
