SUA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
4000,43898,23983,24842,27234,32900,39124,35611,18721,6466,252783,63,79,83,80,119,141,153,100,40,856,45,26,59,98,64,140,169,36,3,639,82,67,135,135,162,386,470,115,0,1554,11,27,129,139,193,204,147,17,0,875,956,1687,2699,2091,2507,3297,2637,912,241,17020,22,19,35,64,59,104,113,11,9,431,23,18,45,35,52,91,124,39,0,423,14,17,27,35,28,49,24,7,0,201,0,0,0,3,0,13,4,0,0,20,0,0,0,0,0,0,0,0,0,0,1152,1863,3133,2603,3069,4278,3689,1137,257,21171,1212,1941,3218,2683,3187,4417,3839,1235,294,22033,9,120,464,205,68,44,35,16,8,977,45124,26046,28518,30117,36154,43589,39487,19984,6771,275789
4001,230131,160691,184058,176768,166376,158258,131907,77690,34745,1320628,176,141,144,177,176,239,306,217,128,1697,91,171,225,180,171,172,143,47,7,1207,97,184,359,215,162,237,159,42,9,1463,35,90,132,96,126,116,102,25,0,725,3796,5446,5358,3789,3445,3464,2817,1725,1055,30904,40,50,87,72,90,92,68,19,3,531,9,18,24,31,25,57,46,8,0,222,52,75,83,63,77,89,52,8,0,494,6,13,13,16,18,11,7,0,0,85,0,0,0,0,0,0,0,0,0,0,4128,6045,6289,4464,4113,4241,3401,1877,1078,35632,4300,6184,6429,4637,4299,4477,3707,2098,1208,37329,167,240,432,309,304,414,441,138,44,2491,234595,167114,190916,181715,170976,163155,136051,79925,36004,1360449
4002,5209,3268,3405,3208,3553,3620,3071,1851,786,27973,4,0,5,0,4,10,10,15,5,58,0,6,4,0,0,0,0,0,0,12,0,10,11,7,18,13,16,3,3,81,3,4,0,3,6,0,3,0,0,19,112,171,176,126,137,119,94,39,18,1001,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,3,3,0,0,13,0,3,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,193,193,143,169,136,118,46,24,1143,123,194,201,139,169,152,134,57,30,1199,0,3,11,5,4,8,3,0,0,32,5334,3466,3613,3357,3722,3780,3208,1911,821,29210
4003,2975,1975,2206,1961,2084,2250,2009,1420,553,17436,8,9,4,5,3,14,12,6,0,62,6,0,0,4,0,0,4,0,0,13,0,0,0,0,0,7,4,0,0,17,0,0,0,0,0,0,3,0,0,8,63,66,82,63,62,87,56,32,17,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,66,90,70,61,102,66,37,17,584,86,74,92,75,68,116,83,39,19,647,0,0,0,4,7,4,5,0,0,21,3059,2048,2306,2043,2154,2373,2095,1460,570,18101
4004,2450,1404,1948,1505,1507,1625,1227,726,229,12638,4,6,11,9,9,7,3,12,3,56,5,20,0,12,27,14,17,7,0,91,12,3,11,15,9,18,38,7,0,116,0,0,6,3,7,6,12,5,0,40,75,102,159,131,160,171,112,45,22,966,0,0,0,0,4,0,9,4,0,21,0,0,0,0,4,4,14,0,0,24,3,0,6,3,3,3,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,96,124,184,167,199,230,208,63,20,1286,100,129,189,169,207,233,210,71,26,1344,0,4,5,14,3,4,6,3,0,37,2549,1545,2150,1688,1720,1861,1447,803,257,14014
4005,2926,1661,1829,1806,1906,1935,1644,963,420,15085,0,4,3,8,8,13,15,7,5,55,0,0,0,0,0,3,6,0,0,13,3,0,7,3,0,14,16,3,0,45,0,0,3,0,0,4,0,0,0,13,63,103,112,88,125,149,110,46,14,810,3,3,0,7,4,6,3,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,102,130,104,135,181,145,54,14,927,80,110,135,106,142,192,152,60,18,985,0,0,3,5,0,0,0,0,0,11,3003,1775,1958,1918,2052,2125,1800,1022,436,16086
4006,2296,1603,1504,1304,1678,1748,1538,1050,421,13141,10,9,0,6,0,8,6,5,0,50,0,0,0,0,3,3,0,0,0,9,6,4,10,0,5,12,5,4,0,42,0,0,0,0,0,6,0,0,0,11,65,116,107,85,109,107,61,21,10,677,0,0,0,0,0,5,0,0,0,6,0,0,0,4,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,117,117,89,114,131,77,25,10,750,78,127,120,98,116,133,81,35,14,797,0,0,0,0,0,0,0,0,0,0,2365,1727,1620,1404,1801,1883,1624,1083,431,13943
4007,3152,1765,1619,2069,2594,3855,5894,4050,1478,26472,0,0,0,9,3,10,20,11,10,69,0,0,3,0,0,4,13,0,0,21,0,0,4,9,0,10,10,0,0,37,4,0,5,0,0,3,0,0,0,11,101,117,121,84,139,201,279,109,36,1195,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,120,139,95,145,232,307,116,36,1297,104,123,141,105,145,241,327,127,47,1366,0,4,4,3,3,3,6,4,3,36,3256,1890,1767,2176,2749,4096,6227,4180,1532,27871
4008,3697,2311,2576,2208,2769,2814,1959,1346,431,20112,12,3,7,5,7,9,12,10,0,68,3,0,4,4,0,4,3,0,0,21,3,3,9,5,5,16,10,0,0,51,3,10,17,9,13,17,3,0,0,69,91,127,170,151,193,158,92,36,14,1037,0,0,5,6,0,0,0,5,0,24,0,0,0,6,3,16,0,0,0,22,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,135,207,179,217,217,115,37,14,1225,113,143,217,181,227,224,121,47,12,1294,0,0,9,0,0,0,7,0,0,11,3805,2458,2800,2391,2992,3040,2086,1396,444,21420
5000,47663,24629,30265,32976,35103,36620,28508,13575,3995,253319,125,124,143,130,172,183,214,104,30,1228,229,85,304,357,343,602,709,68,4,2695,419,99,266,408,435,822,982,113,7,3547,168,103,336,503,475,821,724,86,0,3205,106,73,173,218,272,443,489,89,0,1855,2203,4499,11668,10803,11551,11067,7686,2301,319,62088,38,30,64,86,105,193,122,16,4,645,41,28,108,83,91,99,48,8,0,511,32,7,15,25,20,38,36,0,0,177,0,0,0,0,0,3,0,0,0,9,3228,4925,12933,12481,13290,14091,10788,2672,333,74733,3355,5045,13068,12609,13463,14272,10997,2778,360,75962,32,277,593,263,171,125,77,18,12,1564,51057,29951,43929,45840,48735,51021,39579,16368,4366,330848
5001,5912,3565,3506,3568,4088,4327,3907,2482,1062,32411,6,7,10,7,12,18,19,15,7,101,7,0,3,4,0,8,7,0,0,36,0,0,3,6,0,13,13,0,0,33,4,0,3,3,0,3,3,0,0,20,0,4,0,0,0,0,0,0,0,13,129,216,250,230,247,287,173,93,41,1676,0,5,0,0,0,0,3,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,227,263,240,248,316,213,98,41,1792,145,235,272,247,257,336,230,116,52,1897,0,7,13,6,0,11,0,3,0,47,6057,3813,3791,3822,4350,4668,4141,2598,1110,34351
5002,3297,1392,2273,2245,1853,1410,731,208,49,13466,19,13,11,10,11,20,9,6,0,97,48,20,31,44,55,67,81,9,3,364,67,14,34,56,36,150,214,47,0,613,35,3,21,32,26,75,62,8,0,256,14,7,16,16,17,40,69,15,0,190,302,305,555,447,588,1029,1478,575,51,5332,9,0,17,5,4,19,31,5,0,94,3,9,27,4,6,6,0,6,0,64,10,0,0,6,0,4,4,0,0,27,0,0,0,0,0,0,0,0,0,0,490,346,704,614,725,1398,1932,670,62,6934,507,356,719,625,739,1410,1940,676,61,7029,0,25,67,12,5,9,12,0,0,128,3805,1777,3059,2885,2594,2824,2687,882,111,20620
5003,14860,8130,8703,9421,9268,8594,6960,3835,1437,71213,10,14,18,5,22,27,28,28,10,154,0,3,3,0,4,5,6,0,0,35,0,5,10,6,9,14,11,0,5,56,4,0,0,8,5,7,9,0,0,40,4,0,5,0,0,0,0,0,0,12,259,389,395,343,352,386,220,85,77,2494,0,0,0,0,8,5,10,0,0,23,0,3,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,270,402,415,364,370,421,258,94,83,2676,279,410,431,368,393,451,284,120,93,2831,5,9,26,8,9,14,11,3,0,92,15143,8548,9164,9802,9668,9065,7257,3962,1528,74137
5004,7399,3394,3400,4666,4974,4663,4720,2609,984,36803,14,3,11,13,14,21,34,25,3,131,0,4,4,7,4,8,5,0,0,33,3,0,9,4,0,8,9,0,0,35,5,0,10,6,3,12,19,4,0,54,5,0,0,0,14,8,0,0,0,28,284,248,377,316,311,538,534,199,48,2852,0,0,0,0,3,9,0,0,0,14,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,301,260,402,337,333,579,569,203,49,3031,314,261,409,344,351,599,604,230,54,3162,18,3,23,5,13,10,5,4,0,74,7723,3651,3833,5015,5330,5276,5322,2845,1036,40044
5005,2244,1204,1217,1306,1441,1431,1140,787,254,11019,5,10,3,6,8,14,11,0,5,54,4,3,0,4,7,11,20,3,0,57,0,0,4,3,0,9,10,0,0,34,0,0,3,0,0,14,10,0,0,30,0,0,6,0,0,9,8,5,0,24,79,107,117,103,140,136,98,46,11,829,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,111,134,119,145,182,153,53,11,993,89,116,137,119,157,192,166,53,18,1048,0,5,9,0,0,4,0,0,0,23,2331,1319,1362,1429,1599,1630,1302,838,271,12083
5006,7504,4189,4232,4398,4730,4508,3464,1949,775,35758,4,4,7,14,14,5,18,5,6,80,7,0,8,4,4,17,33,9,0,79,8,0,3,12,9,17,40,7,0,89,5,3,11,12,9,26,38,0,0,99,0,0,0,0,0,16,30,11,0,61,203,284,265,249,265,312,303,140,48,2062,0,0,0,4,0,4,23,3,0,36,0,0,0,4,0,5,0,6,0,16,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,222,288,280,282,289,394,478,165,45,2442,225,291,287,294,303,400,496,172,53,2518,7,7,11,0,7,8,3,9,5,47,7731,4489,4530,4704,5037,4916,3962,2128,833,38325
5007,6286,3366,4441,4105,3669,3123,1612,614,186,27404,0,3,4,4,10,11,7,10,0,58,0,3,5,9,8,13,20,0,0,58,0,0,6,8,9,10,67,5,0,103,0,5,15,4,7,27,17,0,0,79,0,0,5,9,0,18,32,0,0,65,101,221,440,374,305,378,158,56,3,2039,0,0,3,0,4,18,0,0,0,28,0,0,0,0,0,9,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,235,481,398,340,468,295,69,3,2398,107,237,492,410,350,481,300,75,10,2452,5,9,22,9,10,14,19,0,0,85,6397,3617,4949,4519,4022,3617,1934,690,199,29946
5008,4357,1703,2982,3181,2175,1226,360,66,8,16056,6,4,7,6,3,7,0,3,0,35,9,7,17,13,24,29,27,6,0,128,21,4,21,18,22,46,42,6,0,172,8,4,22,34,52,42,47,5,3,211,6,0,0,14,20,27,25,6,0,92,65,164,496,517,544,487,283,88,6,2646,0,0,0,4,5,3,9,0,0,20,0,0,0,4,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,178,557,597,662,648,431,111,9,3292,113,186,563,602,664,650,431,115,9,3331,7,8,27,16,9,19,11,3,0,99,4467,1902,3576,3799,2847,1889,797,187,22,19488
5009,391541,242733,282476,288534,256157,222112,176652,97461,39001,1996676,294,243,333,344,299,437,476,344,156,2924,66,209,315,255,224,224,206,67,11,1590,91,143,280,228,217,285,251,64,9,1566,41,78,161,189,215,251,163,30,3,1131,16,36,85,93,142,118,72,32,5,579,6164,7838,8196,6350,5701,5339,4302,2636,1409,47945,22,25,44,45,57,93,127,28,7,442,31,31,75,69,47,53,27,8,0,348,20,26,56,39,29,21,15,4,0,199,10,4,8,10,15,17,17,5,0,83,6465,8378,9213,7271,6644,6416,5181,2869,1446,53883,6760,8623,9553,7615,6943,6845,5662,3216,1599,56808,372,531,1069,649,641,927,793,263,78,5323,398672,251883,293094,296804,263742,229888,183104,100938,40673,2058802
5010,3641,1502,2822,2618,1784,1424,404,97,23,14317,8,4,4,4,7,4,0,3,0,36,11,0,19,25,24,47,35,9,0,173,21,3,14,18,37,36,47,6,0,187,0,6,32,47,57,49,38,4,0,251,3,0,17,10,15,37,31,8,0,121,89,190,648,653,662,480,242,59,8,3034,0,0,0,0,6,16,12,11,0,51,0,0,6,6,6,6,4,0,0,28,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,128,205,738,777,817,676,402,92,8,3847,140,208,740,787,823,681,409,100,8,3884,0,0,12,18,9,7,8,0,0,54,3784,1709,3579,3418,2617,2116,813,196,34,18260
6000,25617,14335,15628,16692,20391,25650,22473,10677,2937,154406,51,44,65,48,70,97,101,45,30,551,20,19,34,33,49,59,66,14,0,292,36,50,95,113,106,132,86,24,3,643,23,18,56,55,82,113,66,4,0,421,18,19,59,30,29,42,34,3,0,239,15,15,71,36,37,82,35,0,0,290,622,794,891,671,819,1018,694,266,69,5843,6,0,8,5,0,14,0,0,0,30,3,3,9,6,11,14,0,0,0,49,0,0,0,0,0,0,0,0,0,0,740,909,1234,945,1134,1465,983,318,84,7813,786,956,1295,994,1200,1559,1087,369,107,8360,3,32,104,66,20,19,18,10,5,278,26406,15326,17028,17750,21607,27233,23573,11056,3057,163039
6001,4786,2966,3077,2993,3208,3570,3120,2002,709,26431,8,12,6,5,4,6,15,6,7,64,0,0,4,0,3,8,3,0,0,19,0,3,19,3,12,13,10,0,0,58,7,5,3,3,10,8,4,3,0,39,0,0,4,0,0,3,0,0,0,15,0,0,3,0,11,4,3,0,0,22,89,229,140,98,126,97,61,34,29,908,0,0,0,0,0,0,0,0,0,7,0,0,6,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,106,233,184,106,162,139,84,32,29,1075,109,241,185,111,164,144,104,42,31,1144,0,0,7,0,0,3,8,3,0,22,4899,3209,3266,3100,3376,3722,3227,2049,746,27597
6002,5191,3267,3870,3252,3769,3842,3720,2303,867,30074,9,3,3,6,5,15,14,17,8,82,0,3,0,0,0,0,8,3,0,17,0,3,14,4,5,5,10,3,0,47,9,4,11,3,15,3,11,3,0,64,0,0,0,0,0,3,5,0,0,9,3,5,0,3,3,4,0,0,0,20,121,173,153,126,117,126,75,44,16,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,131,188,184,144,145,152,107,54,16,1123,137,201,194,143,151,171,118,69,25,1208,0,15,22,13,0,4,3,4,0,66,5329,3476,4087,3410,3922,4011,3848,2373,893,31346
6003,37134,24757,35856,28134,25884,25217,22136,12893,5119,217126,44,28,36,38,47,49,46,57,13,364,10,51,53,34,28,56,41,11,0,281,34,91,186,106,67,99,58,16,6,667,10,46,70,56,62,82,45,7,0,388,9,22,45,35,48,52,53,14,0,276,16,13,56,28,41,59,31,9,3,254,662,1082,1102,766,769,736,608,286,173,6196,4,4,14,10,11,7,6,0,0,52,8,9,28,19,13,18,4,4,0,94,0,0,0,0,0,0,0,0,0,0,754,1325,1548,1044,1034,1112,849,348,187,8202,798,1354,1587,1080,1087,1165,897,409,200,8571,21,71,175,49,41,63,44,19,7,495,37951,26191,37614,29266,27007,26443,23075,13322,5326,226189
6004,15295,10603,12916,10521,10762,10158,8832,5572,2320,86977,21,12,13,10,10,22,30,21,7,153,11,18,40,19,17,17,13,10,0,143,11,37,52,29,39,38,34,11,4,240,11,21,43,19,6,43,15,3,4,158,4,8,13,5,18,11,6,3,0,70,13,15,26,15,14,13,0,4,0,96,271,612,449,338,401,378,240,178,54,2914,4,5,3,4,4,4,0,0,0,25,0,3,9,3,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,323,722,639,423,501,491,310,207,60,3680,342,737,650,434,513,512,342,227,69,3828,11,53,46,20,15,8,15,3,3,170,15639,11399,13617,10973,11285,10679,9184,5808,2392,90982
6005,2278,1468,1407,1452,1742,2130,1991,1278,479,14225,6,3,0,0,0,7,6,6,8,43,0,0,0,0,0,4,8,0,0,9,0,0,0,0,4,5,7,0,0,20,6,3,0,0,4,8,8,0,0,31,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,51,61,78,40,61,52,43,9,6,400,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,67,86,46,74,74,64,12,9,481,61,67,90,50,74,82,69,21,13,521,7,0,6,0,0,0,0,0,0,13,2344,1537,1499,1500,1816,2213,2063,1299,493,14755
7000,16748,10906,12053,10304,9115,7096,3875,1133,192,71417,88,95,109,54,64,42,25,8,0,479,148,151,223,169,209,503,638,122,0,2157,308,158,400,374,451,1044,1260,224,4,4232,166,192,471,402,557,843,778,96,9,3520,91,115,248,184,321,731,753,168,10,2627,81,83,263,249,259,542,506,76,6,2066,21,25,45,41,41,128,126,30,0,465,521,560,1176,932,969,813,351,62,7,5384,14,5,49,33,44,56,54,9,0,263,0,0,0,0,0,0,0,0,0,0,1351,1285,2873,2373,2855,4665,4478,785,47,20714,1435,1380,2989,2429,2916,4712,4498,793,43,21195,3,108,217,56,35,59,32,5,0,507,18190,12397,15249,12784,12062,11862,8405,1935,238,93120
7001,5229,2548,4469,3755,3065,2770,1580,569,171,24156,3,5,4,12,4,10,4,4,0,42,24,33,72,44,35,82,44,12,3,343,80,44,152,86,120,272,392,65,5,1221,27,29,50,47,50,118,143,18,0,477,60,25,88,68,76,180,229,55,0,788,17,22,36,36,40,82,61,12,0,313,10,25,8,6,10,45,29,0,0,132,222,193,255,243,204,174,66,25,7,1383,6,0,14,13,17,15,11,6,0,71,0,0,0,0,0,0,0,0,0,0,446,365,680,549,552,962,983,188,14,4740,445,371,678,563,558,977,985,191,14,4777,7,13,35,10,6,21,7,8,0,108,5681,2934,5185,4333,3622,3763,2573,763,180,29048
7002,25031,14380,22849,19073,15140,11913,7820,3120,732,120049,25,79,52,30,20,36,18,6,0,274,180,222,458,287,244,367,346,72,7,2187,366,207,605,493,518,946,1025,195,19,4369,114,155,316,298,371,432,428,85,6,2211,165,165,287,275,315,545,611,182,19,2568,161,147,330,241,333,504,496,145,9,2366,13,13,24,43,63,91,77,19,0,337,625,640,1053,803,707,648,332,139,40,4994,37,41,67,62,68,67,56,6,0,404,0,0,0,0,0,0,0,0,0,0,1666,1595,3126,2491,2620,3598,3381,849,101,19434,1694,1668,3183,2524,2645,3638,3398,859,102,19707,70,1315,675,199,84,144,77,24,6,2587,26790,17362,26707,21793,17865,15693,11293,4000,838,142347
8000,213,119,114,136,150,128,107,35,9,1017,0,0,0,0,0,0,0,0,0,0,0,5,9,4,6,5,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,3,10,4,0,0,32,0,0,0,0,0,0,0,0,0,0,5,13,17,5,9,9,10,0,0,69,5,13,17,5,9,9,10,6,0,67,0,0,0,0,0,0,0,0,0,0,217,136,128,143,156,138,114,36,6,1084
8001,87921,62130,80736,72487,59478,47462,36190,19778,7432,473627,37,59,54,30,47,37,63,52,25,415,339,1240,962,592,698,762,631,232,98,5556,29,189,209,120,106,151,81,24,9,908,38,131,140,117,120,146,96,15,3,809,3,43,24,14,27,39,36,12,0,206,13,47,50,34,32,41,31,3,3,257,5,30,19,11,30,31,30,7,0,167,11,12,22,13,13,5,3,0,0,68,856,1350,1428,930,697,533,388,316,195,6686,0,0,0,0,0,0,0,0,0,0,1285,3041,2850,1837,1720,1712,1303,605,307,14665,1327,3099,2907,1869,1765,1751,1371,656,333,15082,138,138,182,183,141,195,166,44,8,1196,89383,65370,83830,74539,61389,49408,37725,20487,7780,489903
9000,786,378,556,605,625,719,529,245,61,4505,8,11,6,7,8,3,8,0,0,44,0,22,42,28,17,9,16,0,0,123,0,17,13,0,6,0,5,0,0,50,4,15,38,7,38,48,37,14,0,202,0,0,7,0,7,0,0,0,0,15,12,34,62,40,51,109,65,26,0,402,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,8,3,0,6,6,6,0,0,0,0,23,8,11,5,0,9,6,7,0,4,54,24,108,179,80,132,169,133,46,4,875,29,115,184,93,135,179,136,45,4,918,0,5,8,0,3,5,0,0,0,23,819,497,745,701,767,893,673,295,60,5446
