UCL_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
UCL114014,8,0,3,0,9,5,0,0,0,3,0,0,3,0,4,0,0,4,0,4,12,0,7,0,18,5,0,8,0,20,41,3,10,0,61,42,3,14,0,67,30,10,18,0,66,26,30,29,0,92,18,30,14,0,63,41,51,18,0,112,65,124,25,4,220,50,181,15,0,244,55,127,12,3,195,37,117,3,0,162,73,270,9,0,357,17,58,18,0,97,4,10,0,0,19,543,1042,224,13,1822
UCL114015,21,4,9,5,38,8,0,4,0,16,7,4,3,4,18,5,0,16,0,26,35,0,48,3,87,28,10,58,4,89,176,19,57,3,256,79,33,95,8,212,78,34,80,4,198,109,84,61,7,268,54,66,33,4,154,67,69,27,7,167,114,147,35,3,306,66,88,8,0,156,36,59,0,0,94,21,46,3,0,70,18,47,4,4,74,35,61,35,0,128,26,3,14,0,42,985,769,610,48,2414
UCL114016,17,8,11,0,30,4,3,0,0,11,7,0,9,0,14,5,0,12,0,25,23,3,25,0,54,10,8,38,4,51,83,15,39,0,133,63,14,39,7,122,57,26,37,0,126,85,52,39,6,180,31,45,22,0,102,55,49,19,0,125,94,129,27,3,249,65,84,13,0,165,48,78,9,0,130,22,49,5,0,75,37,77,0,0,125,27,56,20,3,103,15,3,8,0,28,757,696,355,31,1836
UCL114017,16,3,4,0,19,4,0,3,0,8,5,0,0,0,4,6,0,6,0,9,17,0,9,0,23,21,0,18,0,41,43,7,30,3,86,50,10,34,4,88,60,26,23,0,111,86,41,29,3,159,47,37,22,0,110,56,50,20,0,126,120,125,39,6,289,84,131,12,0,226,61,121,17,0,191,37,75,0,0,109,106,223,11,0,343,33,68,24,0,118,13,5,0,0,20,846,923,288,27,2082
UCL114018,18,4,4,0,23,21,0,0,0,23,6,3,3,0,15,7,0,4,0,10,27,0,8,0,33,30,4,22,0,59,167,6,31,0,201,135,12,35,4,183,155,21,25,0,209,155,52,25,4,240,88,34,26,0,146,87,44,16,5,154,149,112,24,0,275,104,82,7,0,199,59,79,3,0,143,23,37,0,0,67,72,83,0,0,153,56,63,29,4,146,18,0,3,0,24,1382,630,275,20,2314
UCL114019,9,0,9,0,19,3,0,0,0,3,0,0,6,0,7,4,0,11,0,14,19,6,23,0,51,14,7,37,0,53,63,3,40,0,103,36,18,37,3,90,47,16,50,8,120,46,36,29,0,117,37,33,19,0,87,40,35,26,0,97,86,94,27,3,215,69,71,9,0,152,40,54,7,0,100,22,20,4,0,43,47,74,3,0,127,42,56,31,0,126,22,13,23,12,63,646,528,374,43,1589
UCL114020,15,0,0,3,17,12,0,3,0,11,3,0,7,0,13,3,0,9,0,17,31,5,15,0,49,15,3,20,0,41,110,10,31,5,157,99,14,38,4,163,84,29,51,3,169,116,45,40,0,202,43,35,30,8,113,86,69,20,0,172,118,161,20,8,312,81,133,21,0,234,65,104,16,0,185,27,56,10,0,90,68,200,9,0,282,35,73,41,0,155,19,7,7,0,35,1036,948,391,35,2406
UCL114021,30,0,5,0,36,6,0,4,0,13,6,4,5,0,16,3,0,17,0,17,32,4,30,0,76,28,9,42,4,74,161,16,66,0,240,98,33,76,9,210,109,48,84,0,245,103,87,78,5,283,56,71,42,0,172,61,64,32,6,167,127,186,39,0,353,58,116,3,0,178,29,86,6,6,126,23,44,0,0,70,15,60,10,0,87,37,85,51,4,170,18,11,19,0,46,985,921,621,38,2570
UCL114022,21,0,6,4,27,6,0,0,0,5,4,0,3,0,12,5,0,4,0,10,36,0,15,3,55,21,0,31,0,57,206,14,45,7,270,90,20,43,3,160,87,29,51,3,170,90,43,36,6,164,48,37,19,0,107,47,32,18,3,104,63,76,23,0,164,31,39,11,4,77,23,31,0,0,55,12,20,0,0,31,13,22,6,0,40,21,33,38,4,94,23,4,11,3,42,844,403,365,34,1645
UCL114023,9,0,3,0,15,5,0,8,0,8,0,0,4,0,4,0,0,13,0,13,19,0,19,0,35,11,0,26,0,36,71,3,23,0,101,31,13,45,6,94,51,13,28,3,103,44,17,23,4,83,32,20,20,4,70,36,37,9,0,82,80,71,31,0,185,53,62,8,3,133,43,77,3,0,120,17,46,0,0,68,34,71,3,0,110,24,40,23,4,88,24,9,7,0,43,586,483,290,27,1389
UCL114024,17,0,3,0,25,10,0,0,0,8,6,0,8,0,13,8,0,14,0,21,39,3,27,3,80,26,3,42,5,75,148,11,53,0,208,69,20,60,3,158,88,30,62,7,189,95,57,55,0,207,51,60,34,0,142,67,63,33,4,168,112,146,38,4,305,108,127,16,0,256,63,96,14,0,172,27,64,3,0,100,52,131,8,0,193,45,77,28,0,150,15,8,9,3,34,1031,920,524,30,2511
UCL114025,23,3,4,0,28,3,0,0,0,5,3,0,0,0,8,4,0,6,0,14,23,0,10,0,37,23,4,34,0,64,116,7,30,4,154,71,14,26,0,112,97,23,45,0,163,84,52,36,3,171,38,58,37,3,142,54,49,17,0,119,86,156,14,4,260,49,134,11,0,186,36,111,3,0,149,17,66,0,0,86,32,121,6,0,159,25,81,21,0,127,7,9,0,0,13,791,887,296,17,1995
UCL114026,11,0,4,0,21,6,0,0,0,5,0,0,0,0,3,5,0,6,0,11,19,0,14,3,34,13,3,24,0,43,85,6,20,0,108,44,9,22,0,72,49,9,36,0,100,46,37,27,4,111,36,42,24,0,95,34,40,21,0,92,90,79,38,0,208,46,85,11,0,143,43,84,14,0,131,26,56,7,0,84,36,137,11,0,182,21,39,25,0,82,8,3,3,0,14,608,631,294,15,1550
UCL114027,13,3,4,0,14,13,0,0,0,13,10,0,0,0,10,7,0,4,0,15,24,0,7,0,31,19,4,24,4,44,136,5,17,0,157,97,13,36,0,145,110,14,28,7,161,101,30,21,3,160,35,37,19,0,93,48,37,7,0,93,92,75,15,5,186,56,52,3,0,113,39,50,4,0,90,21,25,0,0,55,61,58,4,0,127,35,44,21,4,98,21,6,4,0,26,930,443,219,19,1623
UCL114028,12,0,7,0,20,4,0,3,0,12,9,0,0,0,9,5,0,0,0,12,17,0,9,0,25,11,0,26,0,37,76,3,26,0,109,34,4,25,3,77,48,17,28,0,94,52,36,28,0,109,25,24,10,0,70,24,42,9,0,83,68,84,23,3,176,55,67,3,0,124,42,62,10,0,111,25,43,0,0,65,38,90,8,0,134,21,51,11,3,93,12,0,3,0,18,572,524,246,24,1365
UCL114029,6,3,3,0,16,3,0,0,0,6,4,0,3,0,5,5,0,0,0,5,9,3,8,0,15,4,7,11,0,26,38,7,14,0,57,23,3,17,0,46,23,23,23,0,65,33,37,15,4,84,36,26,14,0,74,27,52,8,0,85,61,113,21,0,197,68,121,9,0,195,62,105,5,0,170,25,71,6,0,102,47,191,10,0,245,21,51,13,0,83,3,12,0,0,17,489,822,182,13,1510
UCL114030,23,0,5,0,31,14,0,0,0,14,3,0,0,0,3,11,0,4,0,17,39,7,16,0,63,26,4,14,0,43,198,6,26,0,229,137,10,32,3,182,107,20,35,3,167,107,34,32,0,166,40,29,14,3,87,39,32,5,0,73,65,74,17,0,160,40,55,4,0,93,31,39,3,0,74,12,23,0,0,36,40,32,0,0,67,27,24,14,3,73,16,0,0,0,24,966,384,230,18,1596
UCL114031,13,3,6,0,23,12,0,0,0,12,0,0,6,0,3,10,4,9,0,22,30,7,12,0,49,26,3,16,0,50,160,6,36,0,202,74,7,42,5,128,69,15,41,3,129,88,48,35,4,180,42,54,25,0,120,50,62,18,0,136,100,125,32,4,268,49,106,9,0,162,38,77,7,0,116,20,44,0,0,69,41,69,12,0,117,25,57,30,0,112,8,4,3,0,20,859,698,333,28,1913
UCL114032,9,0,4,0,18,3,0,0,0,3,8,0,0,0,3,0,0,4,0,4,14,0,14,0,28,7,3,25,0,31,70,8,26,0,110,37,7,45,0,85,23,24,32,6,79,39,43,24,0,108,14,31,23,0,67,32,58,28,0,114,57,111,40,3,210,44,81,15,0,139,33,67,5,0,108,11,43,0,0,57,18,82,10,0,101,7,32,25,0,65,4,4,6,0,22,433,593,325,20,1361
UCL114033,7,4,0,0,15,6,0,4,0,6,3,0,9,0,15,4,0,11,0,11,28,6,23,3,59,11,3,36,0,52,111,7,34,0,147,64,11,51,4,125,60,32,44,3,136,73,48,34,3,165,40,47,19,3,113,45,33,21,0,103,80,105,13,0,201,52,94,8,0,153,36,66,3,0,107,15,32,0,0,49,35,64,0,0,104,40,68,27,0,134,18,7,4,0,30,734,630,340,23,1728
UCL114034,24,3,9,0,31,5,0,0,0,11,8,0,5,0,16,4,0,6,0,16,30,0,23,0,48,24,6,46,0,75,177,6,59,0,249,105,16,68,7,194,86,42,78,12,219,100,61,71,3,242,58,63,32,0,153,45,65,19,7,137,86,136,42,0,270,58,110,16,0,178,27,56,4,0,90,12,29,0,0,42,13,36,0,0,56,29,55,17,0,103,26,6,10,0,44,919,713,506,37,2181
UCL114035,27,4,0,0,34,9,0,0,0,9,7,0,3,0,13,4,0,9,0,10,13,3,7,0,28,11,4,29,0,38,106,19,26,0,151,75,14,50,0,137,75,31,36,3,141,76,47,31,3,147,37,52,15,0,102,42,31,17,0,86,61,84,20,4,164,40,67,4,0,120,28,47,11,0,84,16,25,3,0,39,31,58,6,0,90,28,45,17,0,83,14,7,7,0,26,691,539,265,19,1514
UCL114036,15,0,4,0,18,8,0,0,0,8,9,0,0,0,5,10,0,5,0,14,37,3,9,0,52,12,0,19,0,30,188,6,19,0,215,116,14,49,7,182,138,25,34,6,199,126,33,27,4,192,65,27,24,4,114,64,48,12,0,126,98,78,13,0,187,49,60,4,0,115,38,44,0,0,76,16,17,3,0,37,45,55,3,0,109,49,45,22,4,121,12,5,6,0,27,1082,458,264,23,1820
UCL114037,13,0,0,0,14,0,0,3,0,6,3,0,4,0,4,0,0,4,0,3,11,0,3,0,21,7,3,17,0,30,50,3,18,0,76,46,13,30,3,92,59,14,26,3,100,59,30,33,4,131,41,36,33,0,110,35,45,19,3,104,77,82,23,0,188,49,103,12,4,163,40,91,6,0,136,23,64,9,0,91,43,106,3,0,164,19,54,24,0,95,13,8,0,0,19,598,656,273,21,1548
UCL114038,19,6,10,0,34,0,0,6,0,8,9,0,12,0,20,0,0,11,0,15,33,4,22,0,56,14,7,47,3,68,130,13,58,0,204,67,20,70,9,166,86,37,59,0,180,78,67,32,5,187,33,58,30,0,120,42,63,15,0,124,91,117,30,0,239,46,79,10,0,133,28,59,6,0,92,10,30,0,0,47,23,44,0,6,77,43,63,25,0,130,18,12,13,4,44,772,680,463,38,1948
UCL115001,4,5,0,0,7,0,0,0,0,7,4,0,4,0,3,0,3,5,0,4,4,0,0,0,5,5,0,8,0,17,43,0,8,0,49,13,6,9,0,33,12,3,9,4,27,22,12,3,0,38,13,8,0,0,23,15,9,3,0,29,30,30,10,0,66,21,20,0,0,43,13,24,3,0,47,9,17,0,0,23,6,35,0,0,43,15,28,9,0,52,6,0,0,0,12,232,210,75,8,521
UCL115002,8,0,0,0,10,5,0,0,0,6,4,0,0,0,4,4,3,4,0,13,15,3,7,0,30,14,0,12,0,28,55,4,15,0,72,34,3,20,0,66,32,25,20,3,80,60,22,22,0,103,28,33,17,0,75,29,32,8,0,69,65,85,25,0,177,41,83,6,0,129,28,57,10,0,92,13,36,3,0,52,29,68,4,0,97,15,53,10,0,79,7,4,0,0,10,502,513,190,8,1214
UCL115003,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,3,0,6,0,15,16,0,10,0,27,15,0,13,0,30,17,11,6,0,35,19,18,11,0,46,13,29,12,0,50,6,22,5,0,29,33,72,19,0,125,25,73,9,0,104,19,65,5,0,91,13,43,4,0,55,18,100,4,0,120,5,31,0,0,42,3,7,0,0,10,213,467,111,8,791
UCL115004,8,0,0,0,9,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4,11,0,0,0,12,9,0,5,0,16,49,8,3,0,59,23,3,10,3,39,23,9,10,0,42,34,3,4,0,44,19,3,10,0,36,11,14,3,0,34,23,20,6,3,59,13,21,0,5,39,10,14,0,0,22,5,12,0,0,16,4,26,0,0,32,7,9,9,0,28,10,0,0,0,10,276,143,81,15,509
UCL115005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,0,4,4,0,11,0,12,20,0,0,0,20,8,0,6,0,16,7,5,5,0,21,12,3,3,0,22,7,6,3,0,17,17,4,4,0,22,16,10,5,0,30,4,12,0,0,16,0,8,0,0,8,4,9,0,0,14,6,7,0,0,11,3,17,3,0,22,4,0,3,0,7,119,83,45,3,249
UCL115006,0,0,0,0,5,3,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,3,0,4,3,0,7,0,11,9,3,9,0,21,17,4,9,0,31,17,8,6,0,28,13,14,11,0,36,8,16,14,0,36,13,16,6,0,34,27,36,10,0,78,12,33,0,0,48,13,33,0,0,49,8,21,0,0,35,29,80,4,0,109,18,16,6,0,42,4,0,3,0,7,197,292,96,3,588
UCL115007,6,0,3,0,11,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,9,0,0,0,10,3,0,8,0,13,60,6,10,0,71,31,6,15,0,49,28,11,11,4,56,38,29,11,0,74,14,26,14,0,56,18,19,13,0,54,34,70,18,0,120,31,46,13,0,100,26,67,4,0,94,10,40,0,0,47,19,65,0,0,90,22,37,10,0,69,8,3,4,0,13,358,423,145,4,934
UCL115008,10,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,6,0,8,0,13,29,0,5,0,36,18,0,9,0,25,23,6,8,0,35,21,5,7,0,33,13,6,0,0,14,8,10,0,0,12,9,12,0,0,22,11,7,0,0,20,4,4,0,0,10,0,0,0,0,5,8,7,0,0,13,10,8,0,0,19,10,0,0,0,14,184,61,39,3,292
UCL115009,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,5,0,9,6,0,0,0,7,3,0,3,0,10,38,0,4,0,47,18,3,8,0,30,31,10,9,0,42,33,10,11,0,52,15,14,9,0,30,17,12,3,0,29,25,31,9,0,62,17,31,7,0,54,8,25,0,0,33,3,11,0,0,14,13,18,0,0,32,14,12,4,0,33,17,0,0,0,15,262,173,62,6,503
UCL115010,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,0,10,4,0,6,0,7,40,0,12,0,53,15,5,0,8,24,12,0,9,0,25,18,6,9,0,30,3,3,0,0,7,9,8,3,0,16,3,6,0,0,15,3,3,0,0,5,8,5,0,0,7,0,3,0,0,4,0,0,0,0,4,4,4,0,0,10,3,0,0,0,14,142,46,55,6,250
UCL115011,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,0,14,0,0,8,0,12,41,6,5,0,51,17,3,5,0,28,30,4,3,0,40,14,13,9,0,42,11,15,6,0,28,14,18,3,0,36,32,29,7,0,70,9,19,0,0,30,5,8,0,0,21,6,15,4,0,21,5,9,0,0,10,6,14,3,0,24,3,0,0,0,7,208,151,73,7,436
UCL115012,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,3,0,0,11,3,0,9,0,21,18,4,9,0,31,16,4,5,0,27,11,0,3,0,20,16,7,4,0,23,5,6,0,0,8,9,8,0,0,21,14,11,4,0,35,7,12,0,0,15,0,10,0,0,10,0,0,0,0,5,5,4,0,0,8,0,8,3,0,11,3,0,0,0,9,139,73,48,5,264
UCL115013,16,3,0,0,19,5,0,3,0,5,0,0,3,0,3,4,0,8,0,13,12,0,5,0,21,8,0,32,0,41,67,8,37,0,111,45,13,35,0,102,53,17,28,0,98,41,45,31,0,112,25,29,21,0,78,25,32,15,0,74,49,92,22,0,163,26,42,8,0,74,23,30,3,0,58,9,18,3,0,27,26,14,6,0,43,17,30,16,0,61,10,6,10,0,20,465,362,288,16,1124
UCL115014,4,0,0,0,9,0,0,3,0,3,0,0,3,0,4,0,0,10,0,10,8,3,17,0,27,0,0,22,0,21,36,0,23,0,60,27,13,28,0,69,34,16,31,0,82,34,27,31,0,89,18,14,15,0,45,19,26,10,0,59,33,56,21,0,103,27,35,5,0,62,11,25,5,0,39,9,20,0,0,33,6,25,0,0,31,11,29,4,0,42,3,0,3,0,11,284,287,222,12,806
UCL115015,3,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,3,0,6,13,0,5,0,14,8,0,5,0,15,45,0,12,0,53,37,3,5,0,50,42,15,5,0,62,41,13,11,0,64,15,9,5,0,29,18,7,0,0,22,26,21,0,0,48,15,12,0,0,32,8,5,0,0,11,0,7,0,0,9,6,4,0,0,14,16,21,6,0,40,9,0,0,0,9,305,122,58,7,491
UCL115016,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,5,0,4,13,0,8,0,16,8,0,10,0,17,6,6,0,0,16,10,12,3,0,22,9,3,0,0,15,10,6,3,0,24,19,21,4,0,44,6,12,5,0,20,7,14,0,0,20,3,6,0,0,13,4,16,0,0,18,8,9,3,0,15,0,0,0,0,0,111,101,48,4,260
UCL115017,7,0,0,0,7,6,0,0,0,6,4,0,0,0,3,3,0,0,0,3,12,0,0,0,12,8,0,4,0,10,35,0,3,0,50,33,0,8,0,43,53,10,8,0,64,54,9,3,5,69,17,8,6,0,31,20,4,4,0,30,52,31,7,0,89,29,26,8,0,61,22,32,0,0,58,15,12,0,0,29,29,63,0,0,95,21,20,9,0,50,4,0,3,0,8,431,222,64,4,726
UCL115018,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,13,4,0,3,0,4,40,0,9,0,52,29,0,11,5,39,17,6,7,3,30,14,5,3,0,27,4,0,0,0,10,6,4,3,0,14,14,5,0,0,20,3,8,0,0,14,6,0,0,0,4,0,3,0,0,9,0,0,0,0,0,12,6,0,0,21,6,0,6,0,6,165,50,55,4,284
UCL115019,9,0,3,0,13,6,0,0,0,5,3,0,5,0,9,0,0,0,0,0,19,0,4,0,23,7,0,15,0,26,55,4,15,0,78,44,14,27,3,90,63,10,28,0,99,72,27,22,4,121,41,29,21,0,89,36,29,16,6,88,67,68,32,4,173,54,41,9,0,104,38,36,3,0,83,17,24,0,0,46,56,57,3,0,114,34,18,25,0,77,9,0,0,0,16,636,364,237,15,1260
UCL115020,9,0,0,0,10,0,0,0,0,0,5,0,0,0,7,4,0,0,0,6,5,0,6,0,18,4,3,16,0,24,49,9,21,0,77,30,3,17,0,57,28,11,17,0,66,36,32,17,3,80,9,17,14,0,37,25,14,8,0,40,33,58,14,0,106,23,56,8,0,86,20,32,4,0,50,9,19,0,0,33,8,27,5,0,36,21,25,12,0,55,3,3,0,0,9,321,310,169,14,811
UCL115021,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5,0,0,3,0,3,4,0,4,0,7,6,0,8,0,12,20,0,9,0,25,11,5,11,0,25,10,0,6,0,24,21,7,3,0,31,8,8,4,0,13,5,8,3,0,20,11,22,0,0,39,11,14,3,0,28,7,17,3,0,22,5,0,0,0,7,4,9,0,0,9,6,4,4,0,13,5,0,0,0,8,141,92,51,3,282
UCL115022,3,0,0,0,6,3,0,0,0,3,4,0,0,0,8,0,0,0,0,0,13,0,8,0,16,13,0,10,0,24,68,0,10,0,80,45,9,12,3,59,49,16,7,0,74,55,11,12,0,76,18,10,8,0,32,25,27,13,0,62,43,40,8,0,89,27,40,4,0,70,21,30,4,0,55,9,30,0,0,39,25,59,4,0,84,12,31,10,0,55,0,0,0,0,3,434,301,103,8,843
UCL115023,3,0,4,0,6,6,0,0,0,3,0,0,0,0,0,0,0,4,0,4,4,0,3,0,7,5,0,7,0,10,28,3,5,0,32,18,4,12,0,33,19,5,6,0,29,15,3,0,0,23,9,6,0,0,19,8,5,3,0,17,21,12,4,0,42,14,15,0,0,29,13,7,0,0,21,3,5,0,0,8,5,13,0,0,12,6,15,3,0,24,9,0,0,0,9,181,106,54,0,340
UCL115024,0,0,7,0,6,0,0,0,0,6,0,0,3,0,4,0,0,0,0,0,0,0,4,0,6,0,0,10,0,7,13,3,17,0,26,5,8,10,0,21,3,0,7,0,18,11,5,8,0,22,4,9,0,0,10,11,5,9,0,18,23,16,8,3,45,8,13,5,0,25,3,21,0,0,30,0,10,0,0,11,0,20,3,0,23,10,23,4,0,43,0,0,7,0,14,105,130,86,10,337
UCL115025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,8,3,8,6,0,17,4,0,0,0,9,3,9,3,0,15,3,13,13,0,23,7,15,6,0,25,10,18,3,0,32,27,33,16,0,67,15,33,3,0,50,15,23,4,0,38,8,21,3,0,27,13,45,0,0,65,0,16,7,0,23,0,3,0,0,9,129,221,67,4,419
UCL115026,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,4,5,0,0,0,7,3,0,3,0,3,23,0,3,0,31,15,0,3,0,16,20,4,6,0,36,22,6,4,0,38,3,9,0,0,19,7,7,0,0,10,22,18,6,0,47,11,9,0,0,22,14,11,3,0,29,6,11,0,0,18,21,20,5,0,37,9,10,0,0,20,4,0,0,0,0,194,112,53,3,364
UCL115027,7,0,0,0,10,5,0,0,0,5,0,0,3,0,7,0,0,0,0,0,9,0,5,0,12,6,0,9,0,13,30,3,15,0,51,17,5,27,0,47,20,13,18,0,53,18,14,6,0,49,19,15,7,0,35,19,18,12,0,50,27,59,18,4,107,36,55,10,0,100,25,51,9,0,84,20,29,3,0,59,24,55,10,0,80,8,33,14,0,51,5,3,3,0,12,297,346,158,14,812
UCL115028,5,0,0,0,4,0,0,0,0,0,0,0,0,0,9,6,0,0,0,4,10,0,0,0,9,4,0,5,0,14,39,0,4,0,50,32,4,13,4,51,39,6,5,3,49,55,11,15,0,77,22,15,3,0,36,24,11,7,0,40,27,24,7,0,54,35,36,7,0,77,23,35,0,0,54,4,21,0,0,26,21,50,6,0,73,13,21,13,0,50,11,0,0,0,13,356,235,93,10,692
UCL115029,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,4,0,7,0,0,8,0,7,16,0,11,0,29,10,4,12,0,25,8,5,17,0,31,12,9,14,0,40,15,7,3,3,28,9,10,5,0,25,34,20,0,0,52,10,11,3,0,26,14,15,0,0,27,0,4,0,0,10,10,19,0,0,34,11,12,9,0,35,6,0,0,0,7,171,128,93,10,404
UCL115030,5,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,4,0,5,8,0,9,0,14,37,4,11,0,55,13,3,5,0,30,10,0,15,0,31,21,7,5,0,34,8,6,5,0,21,8,4,0,0,22,12,10,5,0,28,9,8,0,0,22,3,7,0,0,9,0,3,0,0,4,0,3,0,0,3,4,10,8,0,23,3,3,0,0,6,162,73,72,3,314
UCL115031,7,0,0,0,13,5,0,0,0,5,0,0,0,0,4,3,0,0,0,3,15,0,0,0,15,10,0,6,0,18,57,5,7,0,68,41,4,3,0,57,59,7,5,0,64,57,17,10,0,84,27,16,13,0,52,23,17,6,0,43,51,31,8,0,91,27,24,3,0,53,20,20,3,0,42,10,10,0,0,22,35,32,8,0,79,16,8,13,0,35,8,0,0,0,8,481,195,94,3,775
UCL115032,6,4,0,0,8,4,0,0,0,4,0,0,0,0,5,3,0,0,0,6,3,4,3,0,7,7,6,3,0,9,24,3,3,0,32,28,0,16,0,44,24,8,8,3,40,28,8,7,0,47,16,5,0,0,27,15,11,3,0,28,33,35,13,3,83,14,29,3,0,48,19,22,3,0,37,12,19,0,0,33,43,53,3,0,107,3,18,13,0,37,0,4,0,0,3,291,232,82,9,608
UCL115033,8,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,9,0,14,23,0,6,0,24,20,0,11,0,34,26,6,13,0,40,18,9,10,0,45,19,12,8,0,37,20,12,6,3,39,50,64,32,4,147,43,67,3,0,113,45,92,5,0,141,30,83,0,0,118,88,216,11,0,314,15,40,7,0,66,0,3,0,0,3,415,609,114,6,1144
UCL115034,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,8,0,0,7,0,8,17,5,5,0,20,15,11,14,0,33,16,4,15,0,32,8,14,11,0,29,10,14,8,0,35,19,21,3,0,45,33,41,5,0,77,16,35,6,0,56,11,20,3,0,37,6,23,0,0,32,9,26,0,0,34,7,22,3,0,24,4,4,0,0,6,170,232,85,5,491
UCL115035,5,0,0,0,9,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,10,0,15,12,0,6,0,19,36,4,20,0,57,26,7,31,0,62,38,16,35,0,90,34,28,17,0,81,23,19,13,0,58,32,31,12,0,84,63,83,11,0,167,47,83,8,3,138,25,51,4,0,81,12,37,8,0,51,33,67,6,0,99,8,41,9,0,65,5,6,0,0,10,409,472,189,6,1080
UCL115036,13,0,0,0,15,6,0,0,0,9,0,0,0,0,0,0,0,6,0,9,8,0,5,0,16,18,0,9,0,28,64,6,8,0,75,56,7,21,0,78,68,17,26,5,114,55,14,9,4,86,18,12,9,0,40,25,14,6,0,47,41,48,8,0,94,25,36,4,0,67,23,41,0,0,67,11,20,4,4,37,31,33,6,0,71,21,24,7,0,53,3,0,0,0,3,487,275,136,14,908
