LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
LGA52450,0,0,0,0,0,0,4,30,3,4,3,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,23,4,11,7,4,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,8,11,22,13,18,18,25,42,8,8,3,9,5,7,10,185
LGA52520,0,0,0,0,0,0,3,48,14,5,18,4,6,0,5,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,5,4,10,0,0,0,0,0,0,0,0,49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,17,3,4,16,13,18,15,34,68,12,6,16,9,4,9,9,240
LGA52590,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,18,58,38,28,18,25,7,4,0,0,5,4,0,9,208,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,11,11,16,3,4,13,3,0,0,11,5,0,0,75,6,34,78,67,84,47,75,41,16,8,10,37,22,0,26,554
LGA52660,0,0,0,4,8,3,36,41,7,0,0,4,0,0,0,108,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,5,3,4,16,5,0,0,0,0,0,0,0,27,0,0,4,10,6,28,95,50,5,0,0,5,0,0,4,210,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,16,0,0,0,0,0,4,6,0,0,0,3,5,0,0,0,24,16,41,222,153,138,60,105,53,9,6,9,6,3,0,26,848,0,0,8,3,5,0,10,6,0,0,0,0,0,0,0,43,0,0,0,0,0,0,8,7,0,0,0,0,5,0,0,20,10,7,10,30,22,12,79,62,6,6,4,5,0,0,0,253,39,109,279,242,299,201,593,391,48,34,36,41,31,6,66,2405
LGA52730,0,0,0,0,4,4,4,6,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,11,0,0,6,6,19,7,20,6,0,6,0,0,0,0,5,78,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,16,48,202,171,114,48,61,18,0,0,0,10,0,0,30,730,0,0,4,4,3,4,14,4,0,0,0,0,3,0,0,40,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,16,3,4,27,32,40,17,13,9,0,4,0,0,0,0,10,161,25,99,290,268,254,109,166,73,9,19,10,17,16,0,69,1425
LGA52800,0,0,0,0,7,0,11,10,8,0,4,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,6,11,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,5,0,3,0,0,0,16,3,7,56,39,29,27,32,11,0,0,0,15,5,0,13,245,0,0,0,8,0,7,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,11,9,7,20,30,9,12,12,16,9,6,3,143,8,26,88,83,95,87,171,126,18,27,37,61,29,5,31,896
LGA52870,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,22,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,6,22,6,5,0,0,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,5,10,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,30,134,114,65,37,52,31,0,0,0,0,4,4,29,513,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,18,0,0,22,17,5,8,21,5,0,0,0,4,0,5,4,93,18,77,204,193,142,103,170,82,11,3,19,25,13,5,65,1126
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,8,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,12,4,4,15,10,5,0,7,5,0,0,0,0,0,0,0,53
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,10,3,6,13,3,5,0,3,0,0,0,5,62
LGA53080,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,11,0,5,11,5,9,5,14,8,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,3,0,0,4,0,0,0,20,0,15,20,22,27,17,38,17,6,3,3,14,0,5,8,204
LGA53150,0,0,0,0,0,6,5,0,0,5,0,0,0,0,3,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,7,4,0,0,0,0,0,0,21,0,0,0,6,14,18,15,0,0,5,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,12,10,24,115,118,114,78,181,97,11,6,6,5,4,4,15,798,0,0,7,4,14,11,8,11,0,0,0,0,0,4,6,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,9,37,28,32,31,42,43,7,5,0,11,6,0,13,272,37,112,226,219,287,198,365,225,28,31,41,22,22,8,53,1868
LGA53220,0,0,0,0,10,19,113,134,19,12,22,15,3,5,8,354,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,13,0,0,3,4,3,8,19,3,0,0,0,0,0,0,0,41,0,0,0,7,18,25,100,35,0,3,9,9,10,0,0,214,0,0,0,0,0,5,10,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,0,6,11,22,8,0,7,0,5,0,0,3,71,0,16,126,103,128,96,226,102,13,13,7,21,7,6,23,894,0,0,0,5,4,5,6,7,0,0,0,0,0,0,0,19,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,21,0,5,20,20,57,67,251,139,24,26,26,57,30,11,16,747,4,34,189,244,459,518,1367,858,86,111,109,207,82,33,121,4430
LGA53290,0,0,0,0,7,5,11,38,4,5,6,7,6,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,6,13,92,32,4,3,4,20,6,0,0,178,0,0,0,0,0,0,8,14,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,5,0,5,6,0,0,32,13,49,170,80,75,45,83,25,0,12,0,8,4,0,28,599,0,0,6,4,5,7,6,6,0,0,0,5,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,17,0,3,23,3,22,15,42,31,3,6,7,22,5,0,6,196,36,89,242,169,223,174,372,225,27,48,33,89,36,5,65,1837
LGA53360,0,0,0,6,0,4,3,6,0,4,0,9,0,0,0,32,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,8,10,24,4,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,7,22,132,92,92,48,63,35,4,0,7,7,5,0,21,530,0,0,0,3,4,7,4,9,0,3,4,12,11,9,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,18,12,9,11,21,20,4,9,20,25,19,3,3,185,16,66,183,160,197,114,188,119,30,19,53,73,38,15,39,1314
LGA53430,0,0,0,0,21,15,27,28,4,3,13,4,0,3,7,135,4,0,4,6,41,9,5,10,0,0,0,0,0,0,3,82,0,6,5,8,11,16,29,12,0,0,3,3,0,0,0,108,0,3,20,26,54,52,106,25,0,3,6,8,0,9,3,310,0,0,0,6,8,0,4,3,0,0,0,0,0,0,5,19,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,14,0,0,0,0,4,8,16,12,6,0,4,0,6,3,6,66,48,114,543,464,474,332,620,317,36,30,47,73,45,11,83,3233,0,6,18,21,27,39,50,51,13,13,23,16,13,13,9,312,0,0,0,10,8,4,3,9,0,3,0,0,5,0,3,38,11,27,216,193,168,183,328,205,40,43,37,80,47,14,30,1624,130,553,1171,1026,1232,975,1684,1037,171,166,222,285,179,65,237,9123
LGA53570,0,0,0,0,0,0,26,19,3,0,3,7,0,0,0,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,11,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,15,20,13,0,0,55,0,0,0,0,0,3,6,0,0,0,3,0,3,0,0,22,13,37,129,83,71,31,98,33,0,3,6,0,0,0,31,540,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,3,8,0,0,0,0,0,0,4,34,0,9,16,14,16,11,23,11,0,0,14,45,11,100,16,292,20,69,198,162,148,87,232,122,13,17,68,99,35,102,63,1430
LGA53640,0,0,0,0,0,0,4,24,3,11,3,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,7,4,4,5,6,0,0,0,0,0,0,0,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,8,17,12,12,14,32,40,3,11,9,6,6,0,3,183
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,3,0,7,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,13,3,15,15,16,8,10,20,4,3,0,0,0,0,0,0,97
LGA53780,0,0,0,20,187,172,1205,1377,191,166,126,163,67,10,53,3734,8,4,3,17,76,34,25,19,0,0,5,0,0,0,0,193,0,11,21,124,251,218,619,234,22,46,30,14,20,0,31,1641,0,3,21,102,138,178,734,287,21,18,10,38,7,9,23,1591,0,10,13,30,59,101,445,423,28,42,53,81,42,8,17,1358,0,0,0,0,5,36,63,106,7,16,27,27,6,0,11,301,0,0,0,9,80,54,338,144,34,39,27,17,3,0,17,771,100,303,2203,1602,1401,581,908,379,31,35,21,27,43,3,217,7846,0,3,21,34,39,37,73,48,11,12,7,3,0,0,5,286,0,0,0,29,137,70,126,106,19,20,11,29,7,0,38,601,30,61,421,445,713,1033,2566,1360,344,236,230,269,89,32,194,8021,256,916,3386,3398,5309,4988,16537,10870,1690,1477,1596,2077,747,204,1224,54676
LGA53800,0,0,0,5,38,33,114,150,31,29,18,24,12,5,11,464,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,19,0,0,0,12,9,8,16,3,0,0,0,0,0,0,5,50,0,0,8,16,22,25,206,141,7,14,12,8,8,9,3,477,0,0,0,0,3,6,13,6,0,4,0,0,0,0,0,35,0,0,0,0,0,3,6,13,0,0,3,4,0,0,0,35,0,0,0,3,4,15,32,24,11,13,0,6,9,4,6,127,39,128,539,292,155,107,285,157,12,15,10,6,3,3,70,1821,0,0,8,14,14,13,23,17,0,3,0,3,4,0,5,103,0,0,0,11,28,21,12,21,3,4,5,3,5,5,3,117,12,21,69,52,76,61,155,89,15,21,26,15,21,7,8,634,112,286,753,587,549,463,1246,941,135,149,120,110,93,52,154,5746
LGA53920,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,29,22,27,12,12,11,3,0,4,0,0,0,5,137,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,4,4,9,7,4,0,0,16,4,9,0,69,0,24,51,45,79,53,72,50,5,9,17,22,5,8,17,454
LGA53990,0,0,0,0,15,14,100,202,59,43,49,41,8,0,6,536,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,19,0,5,0,6,3,3,10,6,0,0,0,0,0,0,0,31,0,5,9,16,25,44,186,85,9,6,14,5,3,0,0,406,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,12,21,5,7,14,13,3,0,3,64,0,0,0,0,0,0,14,10,3,0,3,3,0,0,5,51,42,65,472,328,201,127,321,131,14,0,7,3,7,0,47,1766,0,0,4,23,7,0,6,9,0,0,0,0,0,0,0,55,0,0,0,0,0,4,6,0,0,4,0,0,0,0,0,18,9,6,40,36,57,43,142,72,3,5,23,12,20,16,48,536,96,201,637,550,566,411,1259,844,120,112,169,166,54,37,179,5403
LGA54060,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,7,19,87,54,27,22,8,7,0,3,0,0,0,0,17,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,29,16,50,111,79,60,45,59,26,8,4,7,3,5,0,25,504
LGA54130,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,4,0,5,4,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,17,0,11,12,9,18,8,32,15,0,0,11,4,3,4,0,142
LGA54170,0,0,4,37,181,92,105,117,33,10,27,29,7,0,19,667,11,4,11,44,306,83,62,52,6,8,0,9,11,0,4,606,0,11,34,104,149,131,138,43,14,11,18,20,14,6,11,709,0,7,26,149,338,793,2459,1027,160,134,173,142,86,59,32,5599,0,8,18,27,22,22,31,12,3,5,6,45,12,0,6,224,0,0,0,0,12,21,30,37,5,0,5,10,3,0,0,126,0,0,4,15,33,57,104,97,17,12,10,16,11,4,12,388,161,558,2786,2982,4477,3158,7206,3626,344,289,250,244,132,30,348,26596,3,7,28,76,71,91,165,117,25,12,18,44,41,13,11,708,0,0,0,64,132,53,57,40,15,15,13,15,13,0,10,424,50,95,472,592,987,1007,1888,914,125,129,150,142,77,14,102,6759,431,1396,4341,5450,9389,7354,15522,8648,993,866,939,1084,580,186,837,58019
LGA54200,0,0,0,16,54,53,287,213,23,28,19,29,4,9,14,749,4,0,3,13,31,15,12,4,0,0,0,0,0,0,0,79,5,0,17,42,46,36,71,25,0,0,0,0,3,0,10,248,0,3,17,42,100,83,279,101,15,7,15,3,13,5,9,689,0,0,0,9,10,15,45,42,7,0,3,6,0,0,0,134,0,0,0,0,0,10,20,11,0,4,4,0,0,0,0,51,0,0,0,0,21,28,60,37,10,5,5,16,6,0,5,197,78,233,1469,1077,977,494,781,319,16,26,24,19,21,3,144,5676,0,0,18,22,23,25,37,26,9,0,8,3,3,3,6,182,0,0,0,7,13,13,18,9,3,6,4,0,4,3,6,82,38,57,213,202,272,232,566,220,33,31,20,26,20,6,37,1976,247,677,2162,1914,2306,1559,4036,2148,259,211,215,221,123,56,354,16488
LGA54280,0,0,0,8,30,35,213,249,30,35,51,66,14,8,11,755,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,14,0,0,7,5,3,5,7,5,0,0,0,0,0,0,0,32,0,0,0,3,12,35,240,116,10,25,28,25,26,4,11,529,0,0,0,0,0,0,17,11,3,0,0,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,18,0,0,0,0,3,20,49,42,18,12,8,10,0,3,3,172,5,39,200,157,90,83,145,99,6,14,19,16,9,8,23,911,0,0,3,6,3,9,16,12,0,0,0,0,0,0,0,57,0,0,0,4,0,0,8,18,6,0,0,8,6,0,0,49,0,14,32,45,51,66,388,252,50,60,84,99,56,34,17,1253,25,95,311,366,495,610,2094,1613,206,242,340,400,181,90,169,7240
LGA54310,0,0,0,10,23,12,155,165,34,30,26,24,9,0,11,483,0,0,0,4,9,0,4,4,0,0,0,0,0,0,0,19,0,0,0,5,0,9,9,4,0,0,0,3,0,0,0,33,0,0,0,12,20,31,135,60,0,3,5,16,6,8,0,291,0,0,0,0,4,3,16,16,3,0,0,0,0,0,0,43,0,0,0,0,0,0,6,24,0,0,0,7,0,0,0,34,0,0,0,4,9,7,45,44,8,10,7,13,4,0,4,163,4,26,185,144,156,96,235,122,7,10,12,14,3,0,26,1050,0,0,4,3,7,9,16,17,0,0,5,4,0,0,0,57,0,0,0,0,5,6,7,12,4,3,4,3,0,0,0,48,8,8,33,44,54,54,198,128,35,18,28,39,27,7,23,692,22,59,279,349,481,454,1473,1099,168,139,147,219,103,46,130,5170
LGA54340,0,0,0,0,0,0,7,18,4,0,3,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,26,5,0,0,6,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,40,11,9,4,3,3,0,0,5,74,6,13,48,29,11,8,8,0,0,0,4,0,0,0,6,133,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,3,9,6,82,27,13,8,0,3,22,30,5,217,13,33,59,52,61,52,235,109,37,18,53,23,25,40,59,876
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,13,3,7,0,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,19,6,13,16,12,12,10,17,20,11,0,3,6,6,0,5,136
