SA3_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
40502,44,185,1376,4508,2193,339,76,517,9240,0,107,179,125,34,0,4,31,480,0,0,0,0,0,0,0,4,5,0,107,179,128,37,0,5,33,485,0,12,7,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,12,6,0,0,0,0,3,27,11,34,14,17,4,0,0,64,142,8,14,5,6,5,5,0,7,41,61,342,1587,4655,2236,345,81,620,9935
40503,45,200,1407,5747,2289,321,67,584,10653,6,145,253,487,27,10,3,131,1053,0,0,0,5,10,0,0,0,15,6,145,253,488,33,10,3,131,1065,0,40,60,12,0,0,0,11,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,17,0,0,0,11,137,61,84,26,27,13,5,0,128,331,11,20,11,15,5,0,0,8,78,118,485,1758,6299,2338,329,72,861,12262
40504,32,193,1619,5676,2720,362,57,634,11292,5,104,216,115,21,0,0,49,502,0,0,5,38,20,6,0,10,77,5,104,217,151,39,6,0,54,577,0,8,29,7,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,9,0,0,0,3,54,46,128,75,24,3,0,0,104,388,6,21,9,8,0,0,0,5,55,92,449,1957,5870,2764,375,56,801,12362
40601,83,389,2087,9846,4248,584,118,950,18296,14,176,956,2792,207,35,36,518,4732,0,3,15,80,20,0,0,5,127,14,176,972,2878,224,38,36,520,4858,10,145,489,134,9,4,0,83,876,0,15,42,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,3,0,0,9,34,10,164,539,146,11,4,0,98,969,128,244,89,55,27,5,3,230,783,43,94,42,35,14,3,5,35,283,269,1071,3729,12961,4531,637,164,1836,25188
40602,70,315,1095,4283,1753,252,54,739,8549,6,43,162,393,28,13,13,106,766,0,0,4,24,11,3,0,5,45,5,46,167,413,37,14,13,110,810,8,109,253,92,9,0,0,101,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,3,16,9,108,253,98,12,0,0,104,588,156,237,75,51,21,4,3,240,793,66,142,35,44,25,7,10,50,385,307,846,1626,4888,1849,288,74,1243,11129
40701,88,441,3193,11225,5724,793,178,938,22588,4,117,716,280,7,4,0,93,1223,0,7,45,122,23,4,0,10,219,4,124,761,406,35,7,0,110,1441,4,70,125,29,4,0,0,10,246,0,25,29,15,6,0,0,7,84,0,0,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,3,93,169,51,6,0,0,27,354,43,118,57,27,4,0,0,33,286,15,26,27,36,16,0,6,10,131,157,806,4212,11747,5777,801,180,1120,24801
40702,62,330,2378,12834,5995,844,143,1261,23853,5,159,891,831,51,7,9,264,2219,0,0,22,36,4,0,0,6,59,5,160,914,866,57,13,9,268,2279,8,170,697,170,14,0,5,82,1144,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,170,714,174,14,0,5,83,1163,22,45,25,42,23,3,0,83,246,20,32,28,29,7,0,4,78,196,115,737,4054,13941,6105,859,159,1778,27743
40703,90,554,3348,14181,6203,838,203,1777,27196,10,277,1073,697,71,14,3,220,2370,0,13,22,4,5,3,3,0,48,12,298,1092,701,76,17,6,223,2421,6,91,163,11,0,0,0,34,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,6,98,165,14,0,0,0,37,309,84,241,112,95,26,12,8,177,750,14,36,35,40,26,6,9,33,194,208,1221,4748,15031,6325,874,222,2245,30870
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,69,366,1455,7186,8698,973,212,1033,19992,3,164,549,515,113,9,4,108,1464,0,44,74,131,63,13,0,36,354,6,201,622,644,171,18,4,140,1814,0,4,36,20,4,0,0,7,78,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,7,7,7,0,0,0,33,0,16,53,30,14,4,0,10,130,69,163,172,40,38,0,0,189,672,5,16,26,12,10,9,7,26,104,149,762,2328,7909,8929,1006,230,1401,22716
50102,54,290,2104,13058,17399,1862,310,1612,36694,5,384,1276,1294,106,5,11,332,3421,0,24,105,293,48,6,0,31,503,5,410,1380,1586,156,12,8,363,3921,7,141,275,127,11,0,0,64,627,0,10,70,25,0,0,0,12,123,0,0,12,3,0,0,0,9,24,0,0,13,23,0,0,0,6,36,3,0,0,0,0,0,0,0,11,6,156,373,181,14,0,0,92,821,62,275,127,29,16,3,0,260,770,11,17,11,26,18,0,0,18,101,144,1142,3995,14877,17599,1875,327,2349,42309
50103,66,251,1188,3850,2838,439,128,659,9413,0,81,173,39,9,0,0,26,330,0,4,5,0,6,0,0,0,5,0,80,179,36,10,0,0,26,339,0,28,10,6,0,0,3,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,31,14,3,0,0,3,10,69,30,32,15,18,10,0,0,53,152,8,11,16,13,8,4,17,23,87,105,401,1407,3922,2866,446,144,770,10060
50201,63,449,2438,11658,18447,1935,345,1447,36786,9,411,1613,1556,72,9,8,269,3937,5,48,317,662,69,7,0,58,1163,13,456,1929,2210,140,19,8,324,5097,0,103,217,91,0,0,0,55,474,0,4,59,121,12,4,0,10,203,0,7,65,120,0,0,0,14,212,0,0,48,107,0,0,0,8,170,0,6,22,3,7,0,0,3,45,0,126,414,444,19,3,0,87,1105,43,219,121,25,9,0,0,138,548,4,10,16,6,8,0,0,10,59,118,1258,4924,14350,18624,1961,352,2017,43597
50301,19,85,1111,5335,7551,2838,542,359,17833,4,134,577,773,162,15,8,60,1730,8,124,477,981,206,21,0,67,1879,14,261,1053,1750,363,35,8,127,3613,11,257,753,191,15,3,3,75,1304,53,582,579,185,17,0,3,114,1541,8,289,892,289,6,0,0,110,1599,0,22,266,107,10,0,0,18,419,0,4,0,0,5,0,0,3,20,71,1157,2488,782,53,0,5,320,4879,0,0,0,0,3,0,0,5,9,0,5,3,7,0,0,0,6,22,100,1506,4666,7877,7963,2873,554,817,26355
50302,3,204,2598,8200,5316,1060,160,375,17913,8,248,1290,1077,164,19,5,119,2924,9,351,1640,2595,376,27,5,172,5169,17,599,2924,3673,540,39,14,290,8095,27,963,2057,286,19,0,4,218,3576,118,1867,3048,603,20,3,3,388,6059,167,2605,3577,842,36,5,9,575,7806,134,1495,3292,829,17,0,16,493,6272,0,6,8,7,0,0,0,0,24,440,6939,11983,2565,97,8,28,1668,23728,4,21,36,12,6,0,0,430,504,6,32,19,13,8,0,4,29,106,474,7788,17560,14460,5966,1111,209,2790,50349
50401,21,204,2098,12019,8813,1285,196,823,25455,3,264,1501,2146,274,15,6,255,4457,6,193,872,912,155,16,3,134,2286,8,453,2376,3058,423,30,6,393,6744,5,229,991,294,3,0,0,91,1622,5,139,409,42,0,0,0,41,639,7,205,236,3,0,0,0,42,488,0,141,111,19,0,0,0,17,281,0,3,14,0,0,0,0,0,21,18,719,1762,362,9,0,0,189,3057,0,3,6,0,0,0,0,34,42,0,0,5,17,7,0,0,12,47,42,1375,6242,15454,9257,1316,205,1445,35348
50402,26,154,957,5316,6515,1227,277,511,14984,0,176,281,202,17,0,0,77,759,0,4,23,13,3,0,0,9,47,0,179,306,215,19,4,0,83,811,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,18,0,4,14,0,10,0,0,0,30,8,3,0,3,0,6,0,12,34,8,3,5,4,0,3,0,0,18,37,352,1275,5535,6542,1234,282,612,15867
50403,68,217,1556,15878,24125,2633,506,1663,46653,4,239,1016,2011,181,12,5,256,3725,0,79,347,374,41,0,0,91,940,9,314,1360,2382,228,14,4,349,4666,0,96,192,73,3,0,0,40,396,0,64,271,19,0,0,0,22,375,0,24,64,8,0,0,0,16,110,0,17,33,3,0,0,0,12,63,0,19,22,8,3,3,4,3,69,3,214,580,116,7,3,4,91,1019,39,114,91,20,7,0,0,447,709,3,10,8,26,14,0,4,47,111,122,869,3595,18418,24379,2657,518,2596,53156
50501,35,147,678,14779,29813,4964,699,987,52099,0,154,872,2293,237,15,3,170,3751,8,93,237,642,236,47,12,60,1334,11,250,1113,2935,475,58,16,229,5090,26,78,187,129,5,0,0,71,495,0,83,259,98,5,0,0,41,495,4,100,249,127,0,0,0,42,522,0,0,0,0,0,0,0,0,0,0,27,27,6,9,3,9,6,88,34,285,722,364,24,3,7,155,1595,8,38,60,17,10,0,0,125,251,3,3,10,7,0,0,0,28,48,91,722,2577,18104,30322,5029,724,1526,59093
50502,34,288,2741,23615,18426,3361,503,1776,50735,25,1156,6942,12434,708,57,21,1264,22592,9,286,1431,3084,888,54,7,293,6043,29,1434,8372,15514,1592,114,24,1553,28637,20,904,2768,437,15,0,3,339,4487,4,190,503,82,0,0,0,95,873,0,179,460,157,0,0,0,61,862,0,30,43,80,6,0,0,10,176,0,13,13,8,3,0,0,7,46,18,1317,3799,760,29,3,3,512,6440,33,54,9,3,10,0,0,49,153,0,10,8,24,6,0,0,24,78,120,3105,14924,39924,20057,3477,531,3908,86042
50503,47,263,1930,20058,38127,3972,617,2307,67321,5,349,1263,2398,229,16,8,277,4548,0,47,224,386,32,3,0,51,745,5,392,1495,2782,266,21,10,324,5296,0,12,51,20,0,0,0,8,89,0,47,84,12,0,0,0,10,154,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,21,8,10,5,4,4,78,0,77,164,38,11,5,4,23,323,23,79,57,12,8,0,0,58,241,0,4,4,15,6,0,3,15,53,84,819,3651,22905,38419,3997,631,2736,73237
50601,26,119,831,11543,14539,1680,317,1283,30340,4,240,679,1684,83,9,4,258,2960,0,14,9,19,0,0,0,5,54,4,249,689,1702,87,9,4,263,3014,0,36,69,19,0,0,0,27,156,0,4,45,6,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,7,4,0,4,4,36,0,49,121,36,9,0,4,34,252,22,75,94,28,8,0,0,85,312,3,3,9,9,9,0,0,10,43,59,497,1747,13310,14651,1690,328,1671,33956
50602,26,304,2161,9834,5448,705,155,877,19511,9,431,1133,2286,250,11,9,276,4403,23,249,857,1313,260,11,6,190,2909,36,675,1990,3598,511,21,7,469,7313,3,357,508,290,62,11,3,130,1356,11,352,752,95,0,0,0,93,1304,0,644,661,134,10,0,0,136,1584,0,308,770,298,24,0,3,59,1459,0,6,3,3,3,0,0,0,16,19,1669,2691,817,94,12,5,420,5721,12,14,6,3,3,0,0,30,62,9,7,9,18,11,0,0,27,68,98,2671,6853,14268,6061,742,171,1814,32679
50603,27,239,1173,10079,12847,2183,509,819,27873,28,274,1186,2815,469,57,52,342,5236,0,92,175,280,133,36,50,60,826,37,370,1359,3096,599,90,106,400,6065,5,228,421,444,33,5,0,83,1214,0,42,42,40,0,0,0,19,146,12,53,220,8,0,0,0,37,332,0,41,61,3,0,0,0,13,115,0,11,14,6,4,0,5,9,46,16,373,763,497,40,5,4,155,1850,6,11,12,4,0,0,3,22,62,0,19,16,5,10,0,3,18,71,83,1003,3331,13687,13495,2288,618,1414,35928
50604,35,159,1184,14634,19100,2130,354,1649,39238,10,255,925,1888,132,9,9,241,3459,0,44,247,181,10,0,0,39,525,10,296,1169,2065,145,12,9,281,3983,0,64,196,198,8,0,4,40,520,0,58,163,44,0,0,0,20,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,4,6,4,0,3,56,3,135,375,251,15,4,12,60,855,19,99,24,17,20,3,4,62,247,3,5,12,8,4,0,0,11,56,72,694,2765,16984,19285,2153,369,2056,44372
50605,17,120,852,7160,9614,1713,331,642,20462,4,140,319,456,39,0,0,65,1015,0,11,27,32,6,0,0,0,82,4,146,344,484,38,0,0,67,1093,0,3,37,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,3,4,4,41,0,15,46,7,5,3,4,7,96,17,29,79,25,10,7,8,83,262,0,7,9,0,5,0,0,8,29,43,322,1337,7682,9687,1731,343,806,21938
50606,9,50,290,2306,6222,813,205,413,10308,0,10,12,48,5,0,0,3,82,0,0,0,0,0,0,0,0,0,0,10,12,48,5,0,0,3,82,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,21,0,0,24,3,0,0,0,3,35,8,10,48,36,4,3,0,15,127,0,4,3,3,8,0,0,0,27,19,79,383,2393,6239,818,208,435,10578
50607,3,76,805,3237,3599,834,154,245,8961,4,129,1442,1003,125,12,0,142,2862,4,194,950,1967,315,35,8,132,3603,8,329,2397,2968,440,48,10,270,6466,5,138,542,183,32,3,7,65,971,0,215,480,96,5,0,0,48,840,0,141,197,240,3,0,0,39,621,0,83,327,117,5,3,0,22,562,0,0,0,0,0,0,0,0,7,5,573,1548,636,47,7,3,174,2996,0,0,0,0,0,0,0,0,6,0,9,6,6,0,0,0,8,30,12,981,4760,6850,4088,890,165,700,18452
50701,35,163,975,12117,18930,2004,288,1053,35563,0,348,1242,2149,271,17,3,272,4294,3,98,293,453,83,6,4,72,1017,4,449,1533,2603,356,21,7,342,5316,0,140,448,54,3,0,0,46,681,0,206,508,142,0,0,0,64,924,3,280,613,82,3,0,0,59,1032,0,64,205,25,0,0,0,15,308,7,13,25,15,5,3,4,0,72,10,700,1797,315,15,3,4,186,3021,12,61,125,31,5,0,0,95,328,0,13,9,5,6,0,0,10,44,61,1380,4441,15070,19308,2031,294,1687,44274
50702,24,215,1434,4765,2857,491,107,326,10213,10,195,872,557,85,11,0,112,1840,15,179,594,862,121,16,6,113,1899,21,384,1460,1420,207,30,4,222,3744,7,176,197,39,4,3,3,42,473,9,165,387,138,10,0,0,69,777,40,395,641,233,13,0,0,110,1439,0,38,55,4,0,0,0,7,99,3,15,8,6,10,0,0,5,57,62,792,1283,426,40,6,9,230,2849,31,88,64,19,3,0,0,139,342,4,10,17,12,4,0,0,13,67,138,1486,4257,6638,3110,527,128,929,17214
50703,20,109,594,5712,7234,632,119,714,15129,0,74,157,213,13,0,0,24,482,0,12,51,25,0,0,0,10,94,0,86,208,233,13,0,0,35,584,0,59,192,49,0,0,0,53,359,0,18,136,39,0,0,0,23,222,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,4,11,0,82,344,91,0,0,0,86,603,0,3,0,3,0,0,0,31,38,0,3,0,8,0,0,0,7,19,23,284,1146,6050,7251,634,115,875,16373
50704,21,116,1425,9848,15013,3113,576,625,30739,10,209,2418,2773,393,50,16,235,6096,0,29,212,700,315,57,8,31,1355,10,247,2623,3467,708,99,21,269,7447,7,195,536,117,4,0,3,59,923,0,85,277,40,0,0,0,25,428,3,94,326,153,10,0,0,52,639,0,49,104,19,0,0,0,7,182,0,6,23,5,4,0,0,0,43,15,426,1261,335,24,0,3,153,2220,0,0,0,0,0,0,0,16,20,0,0,13,15,14,4,0,6,50,44,784,5313,13668,15768,3225,602,1069,40478
50705,32,230,1392,12835,25997,2654,372,1810,45323,6,197,953,902,57,0,0,147,2258,3,54,233,255,35,5,0,40,626,8,250,1189,1161,87,5,0,183,2882,0,113,641,236,24,0,0,99,1127,0,24,154,9,0,0,0,17,208,0,60,175,63,3,0,0,23,318,0,0,15,14,0,0,0,0,34,0,5,5,8,14,3,0,3,39,4,210,985,331,41,4,0,146,1720,31,143,102,7,6,0,0,99,392,0,10,7,5,25,4,0,19,64,80,836,3675,14340,26153,2663,375,2258,50382
50901,76,468,2609,9886,7076,1064,302,1347,22812,10,310,579,344,81,13,4,130,1462,5,14,51,36,14,0,0,19,132,12,328,626,374,96,13,5,149,1595,0,34,13,20,4,0,0,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,3,0,0,0,27,0,33,22,24,9,4,0,10,100,75,155,116,52,6,0,9,225,634,7,23,24,25,12,0,3,12,107,168,1008,3401,10354,7195,1072,316,1740,25248
50902,109,527,2489,8304,6484,1204,374,2103,21589,5,102,259,136,18,0,6,127,648,0,0,8,9,13,0,0,4,37,5,106,267,146,29,3,6,129,689,0,20,38,13,11,0,4,18,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,10,0,28,40,11,13,0,4,12,109,100,166,65,35,30,11,8,160,572,17,40,25,42,39,9,7,35,205,234,869,2882,8537,6594,1224,395,2428,23168
50903,28,177,938,3085,2181,382,92,752,7630,0,56,166,43,4,0,0,56,324,0,6,0,0,0,0,0,3,8,0,61,165,44,4,0,0,60,337,0,3,3,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,20,19,46,14,15,7,0,3,32,133,6,5,8,11,8,3,6,6,40,49,292,1132,3161,2202,390,100,849,8162
51001,99,389,1102,3747,2316,287,61,1327,9332,26,191,408,236,41,0,0,246,1155,9,35,135,107,14,0,0,32,337,36,229,543,344,55,3,0,281,1493,0,33,148,63,4,0,0,56,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,32,149,63,4,0,0,58,315,1463,1963,203,169,162,33,15,882,4898,132,203,63,52,45,10,30,210,740,1725,2819,2066,4374,2582,334,115,2764,16774
51002,26,181,480,2539,1674,175,36,648,5761,0,131,216,291,59,5,0,156,860,0,26,63,136,52,7,0,57,340,0,165,279,425,110,6,0,216,1199,8,112,197,55,0,4,6,122,502,0,27,88,11,0,0,0,12,137,0,38,41,17,0,0,0,46,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,168,325,82,0,8,3,185,783,180,351,48,34,26,7,0,240,885,45,104,10,7,6,3,9,62,251,259,964,1142,3084,1822,196,58,1346,8873
51003,34,93,276,3114,2681,227,53,950,7434,3,71,401,305,58,6,0,241,1084,0,34,42,75,11,0,0,35,193,3,98,444,378,68,6,0,275,1276,11,79,39,31,0,0,3,55,217,0,46,16,10,0,0,0,10,88,0,7,27,15,0,0,0,12,57,0,83,77,14,0,0,0,18,192,0,0,3,0,0,0,0,0,0,18,217,158,73,0,0,6,92,557,396,563,70,52,60,12,10,336,1488,55,155,19,25,11,3,16,104,386,506,1128,970,3641,2826,243,81,1756,11148
51101,17,137,465,2364,1816,286,65,522,5684,8,65,194,93,15,4,0,66,446,0,0,21,15,3,0,0,0,46,8,70,206,111,20,3,0,69,489,0,38,35,18,0,0,0,28,121,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,42,20,0,0,0,28,129,51,89,31,13,6,0,0,64,250,3,14,12,19,21,10,0,3,88,78,353,756,2520,1871,301,67,696,6634
51102,28,107,300,1436,716,83,39,361,3070,3,55,138,56,0,0,0,78,334,0,0,14,27,0,0,0,7,60,3,54,153,79,3,3,0,86,388,0,83,28,5,0,0,0,25,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,83,28,8,0,0,0,25,150,990,1320,149,165,151,20,10,337,3150,45,49,13,19,8,0,15,72,224,1073,1611,642,1715,883,114,71,882,6981
51103,34,209,767,4701,3771,555,110,1114,11253,5,258,616,588,48,0,4,253,1774,0,9,74,114,40,4,0,55,297,7,264,693,705,90,4,4,307,2074,0,56,84,20,3,0,0,49,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,56,91,24,3,0,0,49,231,118,238,29,28,9,7,0,486,916,38,75,24,18,21,3,17,55,254,201,837,1601,5478,3895,566,143,2013,14732
51104,85,347,1488,7175,6984,845,192,1745,18856,4,178,781,460,40,3,3,233,1697,0,15,109,138,107,28,0,45,450,11,194,887,596,146,31,7,280,2151,3,85,117,63,6,0,0,66,334,0,0,16,0,0,0,0,4,18,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,13,3,89,134,64,6,0,0,71,369,381,518,113,74,54,9,20,341,1514,47,95,47,52,26,8,10,100,380,525,1246,2668,7963,7225,888,226,2535,23274
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,0,3,3,0,0,4,0,13
60101,8,66,642,3977,1255,224,54,342,6573,0,8,70,15,5,0,0,6,103,0,0,18,8,0,0,0,4,30,0,7,85,25,5,0,0,10,133,0,58,462,110,7,0,0,56,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,0,61,464,112,3,4,0,52,701,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,4,11,132,1191,4121,1267,230,54,415,7423
60102,15,263,2966,11929,4765,998,172,627,21734,15,232,443,74,13,0,0,70,853,0,59,244,58,4,5,0,13,388,21,291,687,138,15,5,0,91,1246,0,57,100,19,8,0,0,13,198,0,9,60,0,0,0,0,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,7,0,0,3,19,0,72,166,24,14,0,0,26,295,12,41,29,11,0,0,0,26,120,0,7,3,12,5,0,0,10,39,47,672,3850,12111,4803,997,174,768,23429
